설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
침산2동 주민센터,민원실,대구광역시,북구,관공서,KT,Public WiFi Free,2015-10,대구광역시 북구 침산남로 195,대구광역시 북구 침산동 5-1,대구광역시 북구청,053-665-2477,35.887264,128.597000,2018-07-12,6270000,대구광역시,
침산3동주민센터,민원실,대구광역시,북구,관공서,KT,Public WiFi Free,2015-10,대구광역시 북구 성북로 55,대구광역시 북구 침산동 521-5,대구광역시 북구청,053-665-2477,35.892030,128.589349,2018-07-12,6270000,대구광역시,
태전1동주민센터,민원실,대구광역시,북구,관공서,KT,Public WiFi Free,2015-10,대구광역시 북구 태전로7길 10-24,대구광역시 북구 태전동 255-28,대구광역시 북구청,053-665-2477,35.924093,128.543332,2018-07-12,6270000,대구광역시,
태전2동주민센터,민원실,대구광역시,북구,관공서,KT,Public WiFi Free,2015-10,대구광역시 북구 칠곡중앙대로52길 32,대구광역시 북구 태전동 628-5,대구광역시 북구청,053-665-2477,35.921482,128.548768,2018-07-12,6270000,대구광역시,
태전중앙시장,태전중앙시장 일대,대구광역시,북구,편의시설,LGU+,Public WiFi Free,2015-10,대구광역시 북구 태전로 15,대구광역시 북구 태전동 156-1,대구광역시 북구청,053-665-2477,35.921654,128.544899,2018-07-12,6270000,대구광역시,
함지노인복지관,건물 내,대구광역시,북구,서민·복지시설,SKT,Public WiFi Free,2015-10,대구광역시 북구 동암로 180,대구광역시 북구 구암동 773-1,대구광역시 북구청,053-665-2477,35.942882,128.570319,2018-07-12,6270000,대구광역시,
태전공원,공원 내,대구광역시,북구,서민·복지시설,KT(구청 자체 설치),Public WiFi Free,2015-10,대구광역시 북구 칠곡중앙대로 397-20,대구광역시 북구 태전동 938,대구광역시 북구청,053-665-2477,35.931636,128.546161,2018-07-12,6270000,대구광역시,
대구장애인종합복지관,휴게실,대구광역시,수성구,서민·복지시설,LGU+,Public WiFi Free,2013-10,대구광역시 수성구 파동로51길 26-17(파동),대구광역시 수성구 파동 1-1,대구광역시 수성구청,053-666-2474,35.826319,128.607060,2018-07-12,6270000,대구광역시,
애활원,휴게실,대구광역시,수성구,서민·복지시설,LGU+,Public WiFi Free,2013-10,대구광역시 수성구 파동로51길 74(파동),대구광역시 수성구 파동 13-5,대구광역시 수성구청,053-666-2474,35.823076,128.608629,2018-07-12,6270000,대구광역시,
황금시장,시장 입구,대구광역시,수성구,서민·복지시설,LGU+,Public WiFi Free,2013-10,대구광역시 수성구 희망로 201(황금동),대구광역시 수성구 황금2동 764,대구광역시 수성구청,053-666-2474,35.846844,128.621000,2018-07-12,6270000,대구광역시,
노인종합복지회관,휴게실,대구광역시,수성구,서민·복지시설,LGU+,Public WiFi Free,2013-10,대구광역시 수성구 청수로35길 47(황금동),대구광역시 수성구 황금동 478-4,대구광역시 수성구청,053-666-2474,35.841452,128.629901,2018-07-12,6270000,대구광역시,
SOS아동보호센터,휴게실,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2013-10,대구광역시 수성구 무열로 171(만촌동),대구광역시 수성구 만촌1동 636-4,대구광역시 수성구청,053-666-2474,35.873460,128.646511,2018-07-12,6270000,대구광역시,
수성구청 별관,민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2013-10,대구광역시 수성구 달구벌대로 2450(범어동),대구광역시 수성구 범어동 238-3,대구광역시 수성구청,053-666-2474,35.858376,128.630511,2018-07-12,6270000,대구광역시,
수성구청 본관,민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2013-10,대구광역시 수성구 달구벌대로 2450(범어동),대구광역시 수성구 범어동 238-3,대구광역시 수성구청,053-666-2474,35.858376,128.630511,2018-07-12,6270000,대구광역시,
성림아동원,휴게실,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2013-10,대구광역시 수성구 성동로 74-16(사월동),대구광역시 수성구 사월동 9,대구광역시 수성구청,053-666-2474,35.842884,128.724548,2018-07-12,6270000,대구광역시,
인제요양원,휴게실,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2013-10,대구광역시 수성구 신천동로84길 21(수성동4가),대구광역시 수성구 수성동4가 1225-2,대구광역시 수성구청,053-666-2474,35.861540,128.611204,2018-07-12,6270000,대구광역시,
애망요양원,휴게실,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2013-10,대구광역시 수성구 파동로51길 56(파동),대구광역시 수성구 파동 18,대구광역시 수성구청,053-666-2474,35.816619,128.614577,2018-07-12,6270000,대구광역시,
수성구보건소,민원실,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2013-10,대구광역시 수성구 수성로 213(중동),대구광역시 수성구 중동 266-5,대구광역시 수성구청,053-666-2474,35.844606,128.612250,2018-07-12,6270000,대구광역시,
수성현대시장,시장 입구,대구광역시,수성구,서민·복지시설,LGU+,Public WiFi Free,2015-10,대구광역시 수성구 신천동로 280(수성동1가),대구광역시 수성구 수성동1가 649-76,대구광역시 수성구청,053-666-2474,35.849512,128.609412,2018-07-12,6270000,대구광역시,
고산1동주민센터,민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2014-12,대구광역시 수성구 달구벌대로 3260-2(신매동),대구광역시 수성구 신매동 193-1,대구광역시 수성구청,053-666-2474,35.837132,128.712423,2018-07-12,6270000,대구광역시,
고산3동주민센터,민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2014-12,대구광역시 수성구 고산로 152(매호동),대구광역시 수성구 매호동 1325-6,대구광역시 수성구청,053-666-2474,35.844048,128.706613,2018-07-12,6270000,대구광역시,
상동주민센터,민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2014-12,대구광역시 수성구 들안로9길 56(상동),대구광역시 수성구 상동 400,대구광역시 수성구청,053-666-2474,35.832243,128.615606,2018-07-12,6270000,대구광역시,
고산2동주민센터,민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2014-12,대구광역시 수성구 달구벌대로 3091(시지동),대구광역시 수성구 시지동 140-3,대구광역시 수성구청,053-666-2474,35.843850,128.695266,2018-07-12,6270000,대구광역시,
지산1동주민센터,민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2014-12,대구광역시 수성구 지범로21길 16(지산동),대구광역시 수성구 지산동 1280-2,대구광역시 수성구청,053-666-2474,35.825064,128.637198,2018-07-12,6270000,대구광역시,
황금1동주민센터,민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2014-12,대구광역시 수성구 청호로57길 10(황금동),대구광역시 수성구 황금동 93-5,대구광역시 수성구청,053-666-2474,35.844058,128.638246,2018-07-12,6270000,대구광역시,
수성23가동주민센터,민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2015-10,대구광역시 수성구 명덕로 443-2 (수성동3가),대구광역시 수성구 수성동3가 184-5,대구광역시 수성구청,053-666-2474,35.854781,128.619000,2018-07-12,6270000,대구광역시,
황금2동주민센터,민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2015-10,대구광역시 수성구  청수로31길 45 (황금동),대구광역시 수성구 황금동 541-2,대구광역시 수성구청,053-666-2474,35.841575,128.625235,2018-07-12,6270000,대구광역시,
중동주민센터,민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2015-10,대구광역시 수성구 수성로50길 38 (중동),대구광역시 수성구 중동 44-6,대구광역시 수성구청,053-666-2474,35.847421,128.615104,2018-07-12,6270000,대구광역시,
파동주민센터,민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2015-10,대구광역시 수성구 파동로 136 (파동),대구광역시 수성구 파동 152-20,대구광역시 수성구청,053-666-2474,35.815570,128.615212,2018-07-12,6270000,대구광역시,
두산동주민센터,민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2015-10,대구광역시 수성구 무학로 112 (두산동) 외,대구광역시 수성구 두산동 499-4,대구광역시 수성구청,053-666-2474,35.829408,128.620670,2018-07-12,6270000,대구광역시,
만촌시장,시장 입구,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2015-10,대구광역시 수성구 무열로29길 24(만촌동),대구광역시 수성구 만촌동 640-1,대구광역시 수성구청,053-666-2474,35.871882,128.646435,2018-07-12,6270000,대구광역시,
동성시장,시장 입구,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2015-10,대구광역시 수성구 들안로 287외,대구광역시 수성구 수성동2가 39-91,대구광역시 수성구청,053-666-2474,35.855878,128.617054,2018-07-12,6270000,대구광역시,
신천시장,시장 입구,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2015-10,대구광역시 수성구 들안로 392외,대구광역시 수성구 범어동 1430,대구광역시 수성구청,053-666-2474,35.865140,128.618396,2018-07-12,6270000,대구광역시,
수성시장,시장 입구,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2015-10,대구광역시 수성구 들안로 285-57,대구광역시 수성구 수성동2가 39-16,대구광역시 수성구청,053-666-2474,35.855725,128.617000,2018-07-12,6270000,대구광역시,
태백시장,시장 입구,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2015-10,대구광역시 수성구 들안로 281,대구광역시 수성구 수성동2가 39-4,대구광역시 수성구청,053-666-2474,35.855141,128.616753,2018-07-12,6270000,대구광역시,
목련모자원,휴게실,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2015-10,대구광역시 수성구 파동로26길 6,대구광역시 수성구 파동 133-11,대구광역시 수성구청,053-666-2474,35.818032,128.615633,2018-07-12,6270000,대구광역시,
고산권보건복지센터,민원실,대구광역시,수성구,관공서,LGU+,Public WiFi Free,2015-10,대구광역시 수성구 욱수천로 99,대구광역시 수성구 신매동 170-2,대구광역시 수성구청,053-666-2474,35.837379,128.712875,2018-07-12,6270000,대구광역시,
성림노인요양원,휴게실,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2015-10,대구광역시 수성구 성동로 74-16,대구광역시 수성구 사월동 9,대구광역시 수성구청,053-666-2474,35.842384,128.724363,2018-07-12,6270000,대구광역시,
달서지역자활센터,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 계대동문로 77 (이곡동),대구광역시 달서구 이곡동 1191-3,대구광역시 달서구청,053-667-2471,35.855731,128.500829,2018-07-12,6270000,대구광역시,
달서행복지역자활센터,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 상화로 373 (상인동),대구광역시 달서구 상인동 1564,대구광역시 달서구청,053-667-2471,35.808700,128.555000,2018-07-12,6270000,대구광역시,
달서구청소년쉼터,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 와룡로10안길 11 (본동),대구광역시 달서구 본동 789-2,대구광역시 달서구청,053-667-2471,35.836122,128.539446,2018-07-12,6270000,대구광역시,
성당지역아동센터,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 야외음악당로13길 7 (성당동),대구광역시 달서구 성당동 493-9,대구광역시 달서구청,053-667-2471,35.842643,128.552376,2018-07-12,6270000,대구광역시,
행복누리장애인보호작업장,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2015-12,대구광역시 달서구 성서공단북로59길 13 (갈산동),대구광역시 달서구 갈산동 100-29,대구광역시 달서구청,053-667-2471,35.845800,128.505327,2018-07-12,6270000,대구광역시,
달구벌종합스포츠센터,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 달구벌대로291길 100 (용산동),대구광역시 달서구 용산동 230-17,대구광역시 달서구청,053-667-2471,35.853553,128.525449,2018-07-12,6270000,대구광역시,
섬들보호작업장,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 장산2길 34 (용산동),대구광역시 달서구 용산동 939-8,대구광역시 달서구청,053-667-2471,35.855950,128.525476,2018-07-12,6270000,대구광역시,
대구성로원,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 진천로3길 80 (진천동),대구광역시 달서구 진천동 700,대구광역시 달서구청,053-667-2471,35.810487,128.521258,2018-07-12,6270000,대구광역시,
대구학생문화센터,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 용산로 181 (용산동),대구광역시 달서구 용산동 230-6,대구광역시 달서구청,053-667-2471,35.852976,128.529486,2018-07-12,6270000,대구광역시,
자용모자복지관,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 달구벌대로301길 186 (용산동),대구광역시 달서구 용산동 855-1,대구광역시 달서구청,053-667-2471,35.858258,128.531603,2018-07-12,6270000,대구광역시,
월배(신)시장,전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 월배로24길 13 (진천동),대구광역시 달서구 진천동 241-3,대구광역시 달서구청,053-667-2471,35.814057,128.527390,2018-07-12,6270000,대구광역시,
도원시장,전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 도원로동길 8 (도원동),대구광역시 달서구 도원동 1437-1,대구광역시 달서구청,053-667-2471,35.807571,128.536730,2018-07-12,6270000,대구광역시,
대곡시장,전체,대구광역시,달서구,기타,SKT,Public WiFi Free,2015-12,대구광역시 달서구 도원로서길 5,대구광역시 달서구 도원동 1433-2,대구광역시 달서구청,053-667-2471,35.807731,128.535127,2018-07-12,6270000,대구광역시,
송현주공시장,전체,대구광역시,달서구,기타,SKT,Public WiFi Free,2015-12,대구광역시 달서구 송현로12안길 38 (송현동),대구광역시 달서구 송현동 1948-3,대구광역시 달서구청,053-667-2471,35.822743,128.548187,2018-07-12,6270000,대구광역시,
용산종합큰시장,전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 달구벌대로301길 187-11 (용산동),대구광역시 달서구 용산동 933,대구광역시 달서구청,053-667-2471,35.858052,128.531181,2018-07-12,6270000,대구광역시,
성서와룡시장,전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 성서서로 347-1,대구광역시 달서구 신당동 1763-9,대구광역시 달서구청,053-667-2471,35.856232,128.499614,2018-07-12,6270000,대구광역시,
두류종합시장,전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 당산동길 9 (성당동),대구광역시 달서구 성당동 704-5,대구광역시 달서구청,053-667-2471,35.845500,128.545145,2018-07-12,6270000,대구광역시,
대동시장,전체,대구광역시,달서구,기타,SKT,Public WiFi Free,2015-12,대구광역시 달서구 상원로 22-24 (상인동),대구광역시 달서구 상인동 1472-1,대구광역시 달서구청,053-667-2471,35.811667,128.537787,2018-07-12,6270000,대구광역시,
달구벌종합복지관,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2013-12,대구광역시 달서구 달구벌대로291길 100 (용산동),대구광역시 달서구 용산동 230-17,대구광역시 달서구청,053-667-2471,35.853553,128.525449,2018-07-12,6270000,대구광역시,
대구시각장애인복지관,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2013-12,대구광역시 달서구 달구벌대로291길 100 (용산동),대구광역시 달서구 용산동 230-17,대구광역시 달서구청,053-667-2471,35.853553,128.525449,2018-07-12,6270000,대구광역시,
대구청각언어장애인복지관,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2013-12,대구광역시 달서구 달구벌대로291길 100 (용산동),대구광역시 달서구 용산동 230-17,대구광역시 달서구청,053-667-2471,35.853553,128.525449,2018-07-12,6270000,대구광역시,
학산보호작업장,전체,대구광역시,달서구,서민·복지시설,KT,Public WiFi Free,2013-12,대구광역시 달서구 성서동로53안길 45 (갈산동),대구광역시 달서구 갈산동 3-17,대구광역시 달서구청,053-667-2471,35.848352,128.513093,2018-07-12,6270000,대구광역시,
달서구노인종합복지관,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2013-12,대구광역시 달서구 학산로 140 (본동),대구광역시 달서구 본동 804-2,대구광역시 달서구청,053-667-2471,35.833282,128.541696,2018-07-12,6270000,대구광역시,
대구광역시청소년수련원,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2013-12,대구광역시 달서구 앞산순환로 180 (송현동),대구광역시 달서구 송현동 702,대구광역시 달서구청,053-667-2471,35.820195,128.553460,2018-07-12,6270000,대구광역시,
달서구청소년수련관,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2013-12,대구광역시 달서구 상화로 420 (상인동),대구광역시 달서구 상인동 1593-6,대구광역시 달서구청,053-667-2471,35.807206,128.559422,2018-07-12,6270000,대구광역시,
달서구청소년문화의집,전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2013-12,대구광역시 달서구 상화로 420 (상인동),대구광역시 달서구 상인동 1593-6,대구광역시 달서구청,053-667-2471,35.807206,128.559422,2018-07-12,6270000,대구광역시,
성당동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 야외음악당로 38,대구광역시 달서구 성당동 434-3,대구광역시 달서구청,053-667-2471,35.840620,128.553148,2018-07-12,6270000,대구광역시,
두류1·2동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 성당로51길 32 (두류동),대구광역시 달서구 두류동 841-6,대구광역시 달서구청,053-667-2471,35.855700,128.572208,2018-07-12,6270000,대구광역시,
두류3동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 야외음악당로39길 24 (두류동),대구광역시 달서구 두류동 484-17,대구광역시 달서구청,053-667-2471,35.853706,128.555475,2018-07-12,6270000,대구광역시,
본리동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 당산로 37-14,대구광역시 달서구 본리동 110-4,대구광역시 달서구청,053-667-2471,35.841008,128.543155,2018-07-12,6270000,대구광역시,
감삼동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 감삼북길 119-10 (감삼동),대구광역시 달서구 감삼동 136-2,대구광역시 달서구청,053-667-2471,35.851036,128.542194,2018-07-12,6270000,대구광역시,
죽전동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 와룡로54길 28 (죽전동),대구광역시 달서구 죽전동 204-12,대구광역시 달서구청,053-667-2471,35.855800,128.539813,2018-07-12,6270000,대구광역시,
장기동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 장기로 277 (장기동),대구광역시 달서구 장기동 817-2,대구광역시 달서구청,053-667-2471,35.843330,128.529942,2018-07-12,6270000,대구광역시,
용산1동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 용산로 212-7 (용산동),대구광역시 달서구 용산동 934-6,대구광역시 달서구청,053-667-2471,35.856673,128.531227,2018-07-12,6270000,대구광역시,
용산2동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 선원로 278 (용산동),대구광역시 달서구 용산동 499-7,대구광역시 달서구청,053-667-2471,35.858449,128.523000,2018-07-12,6270000,대구광역시,
이곡1동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 달구벌대로 1309 (이곡동),대구광역시 달서구 이곡동 672-2,대구광역시 달서구청,053-667-2471,35.851652,128.510667,2018-07-12,6270000,대구광역시,
이곡2동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 계대동문로 77 (이곡동),대구광역시 달서구 이곡동 1191-3,대구광역시 달서구청,053-667-2471,35.855731,128.500829,2018-07-12,6270000,대구광역시,
신당동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 선원로 60 (신당동),대구광역시 달서구 신당동 1749-1,대구광역시 달서구청,053-667-2471,35.858966,128.498834,2018-07-12,6270000,대구광역시,
월성1동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 조암남로 97 (월성동),대구광역시 달서구 월성동 1396-3,대구광역시 달서구청,053-667-2471,35.819512,128.522856,2018-07-12,6270000,대구광역시,
월성2동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 월성로 65 (월성동),대구광역시 달서구 월성동 86-3,대구광역시 달서구청,053-667-2471,35.830953,128.528277,2018-07-12,6270000,대구광역시,
진천동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 진천로9길 33,대구광역시 달서구 진천동 626-39,대구광역시 달서구청,053-667-2471,35.812211,128.522796,2018-07-12,6270000,대구광역시,
상인1동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 상인서로 40 (상인동),대구광역시 달서구 상인동 1528,대구광역시 달서구청,053-667-2471,35.814266,128.545000,2018-07-12,6270000,대구광역시,
상인2동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 상원로 27 (상인동),대구광역시 달서구 상인동 1453-7,대구광역시 달서구청,053-667-2471,35.812557,128.536266,2018-07-12,6270000,대구광역시,
상인3동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 상인로 25 (상인동),대구광역시 달서구 상인동 1579,대구광역시 달서구청,053-667-2471,35.810070,128.550202,2018-07-12,6270000,대구광역시,
도원동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 한실로 53 (도원동),대구광역시 달서구 도원동 1429-5,대구광역시 달서구청,053-667-2471,35.807483,128.532193,2018-07-12,6270000,대구광역시,
송현1동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 중흥로8길 41 (송현동),대구광역시 달서구 송현동 1995,대구광역시 달서구청,053-667-2471,35.829220,128.554751,2018-07-12,6270000,대구광역시,
송현2동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 월배로83길 120-14 (송현동),대구광역시 달서구 송현동 528-3,대구광역시 달서구청,053-667-2471,35.832786,128.545578,2018-07-12,6270000,대구광역시,
본동 주민센터,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2015-12,대구광역시 달서구 구마로26길 62 (본동),대구광역시 달서구 본동 867-3,대구광역시 달서구청,053-667-2471,35.834438,128.541062,2018-07-12,6270000,대구광역시,
달서구보건소,민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2013-12,대구광역시 달서구 학산로 45 (월성동),대구광역시 달서구 월성동 281,대구광역시 달서구청,053-667-2471,35.829900,128.532907,2018-07-12,6270000,대구광역시,
성서보건지소,민원실,대구광역시,달서구,관공서,SKT,Public WiFi Free,2013-12,대구광역시 달서구 계대동문로 79 (이곡동),대구광역시 달서구 이곡동 1191-4,대구광역시 달서구청,053-667-2471,35.855784,128.501128,2018-07-12,6270000,대구광역시,
달서구자원봉사센터,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 진천로9길 33 (진천동),대구광역시 달서구 진천동 626-39,대구광역시 달서구청,053-667-2471,35.812211,128.522796,2018-07-12,6270000,대구광역시,
본리종합사회복지관,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 당산로 37-14 (본리동),대구광역시 달서구 본리동 110-4,대구광역시 달서구청,053-667-2471,35.841008,128.543155,2018-07-12,6270000,대구광역시,
월성종합사회복지관,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 학산로7길 39 (월성동),대구광역시 달서구 월성동 273,대구광역시 달서구청,053-667-2471,35.831586,128.529875,2018-07-12,6270000,대구광역시,
성서종합사회복지관,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 신당로 56 (신당동),대구광역시 달서구 신당동 1844,대구광역시 달서구청,053-667-2471,35.852300,128.498825,2018-07-12,6270000,대구광역시,
신당종합사회복지관,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 신당로 55 (신당동),대구광역시 달서구 신당동 1846,대구광역시 달서구청,053-667-2471,35.853853,128.497451,2018-07-12,6270000,대구광역시,
월배노인복지센터,전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2014-12,대구광역시 달서구 조암남로20길 48 (월성동),대구광역시 달서구 월성동 1537,대구광역시 달서구청,053-667-2471,35.821753,128.521443,2018-07-12,6270000,대구광역시,
달성군장애인복지관,복지시설內,대구광역시,달성군,서민·복지시설,LGU+,public wifi,2015-12,대구광역시 달성군 논공읍 논공로 242,대구광역시 달성군 논공읍 남리 717-4,대구광역시 달성군청,053-668-2473,35.723317,128.454565,2018-07-12,6270000,대구광역시,
행복울타리,복지시설內,대구광역시,달성군,서민·복지시설,자체설치,public wifi,2015-12,대구광역시 달성군 화원읍 성천로 39,대구광역시 달성군 화원읍 성산리 705-1,대구광역시 달성군청,053-668-2473,35.801825,128.487459,2018-07-12,6270000,대구광역시,
달성군장애인재활자립작업장,복지시설內,대구광역시,달성군,서민·복지시설,자체설치,public wifi,2015-12,대구광역시 달성군 논공읍 논공로 242,대구광역시 달성군 화원읍 남리 717-4,대구광역시 달성군청,053-668-2473,35.723317,128.454565,2018-07-12,6270000,대구광역시,
달성군노인복지관,사무실,대구광역시,달성군,서민·복지시설,LGU+,public wifi,2014-12,대구광역시 달성군 옥포면 옥포로 13,대구광역시 달성군 옥포면 기세리 264-1,대구광역시 달성군청,053-668-2473,35.788900,128.471766,2018-07-12,6270000,대구광역시,
달성문화원,사무실,대구광역시,달성군,지역문화시설,LGU+,public wifi,2015-12,대구광역시 달성군 현풍면 현풍동로 92,대구광역시 달성군 현풍면 상리 632,대구광역시 달성군청,053-668-2473,35.698864,128.452000,2018-07-12,6270000,대구광역시,
한일우호관,사무실,대구광역시,달성군,지역문화시설,LGU+,public wifi,2015-12,대구광역시 달성군 가창면 우록길 206,대구광역시 달성군 가창면 우록리 175-1,대구광역시 달성군청,053-668-2473,35.722639,128.646542,2018-07-12,6270000,대구광역시,
달성군청소년센터,사무실,대구광역시,달성군,서민·복지시설,LGU+,public wifi,2015-12,대구광역시 달성군 논공읍 논공로 252,대구광역시 달성군 논공읍 남리 717-8,대구광역시 달성군청,053-668-2473,35.723894,128.455063,2018-07-12,6270000,대구광역시,
달성군민체육센터,체육센터內,대구광역시,달성군,편의시설,LGU+,public wifi,2015-12,대구광역시 달성군 논공읍 달성군청로 33,대구광역시 달성군 논공읍 금포리 1313,대구광역시 달성군청,053-668-2473,35.774541,128.431324,2018-07-12,6270000,대구광역시,
달성군청 도서관,도서관,대구광역시,달성군,교육시설,LGU+,public wifi,2015-12,대구광역시 달성군 현풍면 현풍동로 180,대구광역시 달성군 현풍면 성하리 228-2,대구광역시 달성군청,053-668-2473,35.696771,128.447697,2018-07-12,6270000,대구광역시,
화원도서관,도서관,대구광역시,달성군,교육시설,LGU+,public wifi,2015-12,대구광역시 달성군 화원읍 비슬로 2594,대구광역시 달성군 화원읍 천내리 426-1,대구광역시 달성군청,053-668-2473,35.803907,128.500813,2018-07-12,6270000,대구광역시,
