도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,
군산교육문화회관,전라북도,군산시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,286,111874,24,10807,5,14,전라북도 군산시 조촌4길 46,전라북도교육청,063)450-3244,9054,4173,http://www.gec.go.kr,35.9708600,126.7365740,2017-06-30,
전북교육문화회관,전라북도,전주시,공공도서관,"월요일, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,1015,199931,50,20194,4,14,전라북도 전주시 덕진구 안덕원로 71,전라북도교육청,063)270-1643,21364,3275,http://jec.go.kr,35.8291330,127.1378160,2017-06-30,
계화분관,전라북도,부안군,공공도서관,"토요일, 일요일, 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,46,3440,0,0,5,14,전라북도 부안군 계화면 간재로 441,전라북도 부안군,063)581-3605,215,215,http://www.buanlibrary.or.kr,35.7628270,126.6944030,2017-06-30,
부안군립도서관,전라북도,부안군,공공도서관,"월요일, 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,256,62493,38,0,5,14,전라북도 부안군 부안읍 매창로 125,전라북도 부안군,063)581-6571,2478,1326,http://www.buanlibrary.or.kr,35.7192460,126.7324800,2017-06-30,
성호분관,전라북도,고창군,공공도서관,"토,신정,설날연휴,추석연휴",09:00,22:00,00:00,00:00,00:00,00:00,159,36985,9,817,5,14,전라북도 고창군 고창읍 모양성로 50,전라북도 고창군,063)561-2421,21129,778,http://lib.gccl.kr,35.4371800,126.7013230,2017-06-30,
고창군립도서관,전라북도,고창군,공공도서관,"토,신정,설날연휴,추석연휴",09:00,18:00,00:00,00:00,00:00,00:00,158,51685,7,108,5,14,전라북도 고창군 고창읍 모양성로 11,전라북도 고창군,063)560-2420,8703,1069,http://lib.gccl.kr,35.4331950,126.7045030,2017-06-30,
임실군립도서관,전라북도,임실군,공공도서관,"월요일, 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,150,46329,12,4149,5,10,전라북도 임실군 오수면 충효료 2050,전라북도 임실군,063)640-2931,1434,892,,35.5416330,127.3294830,2017-06-30,
장수군립도서관,전라북도,장수군,공공도서관,"월요일, 공휴일",09:00,22:00,09:00,18:00,00:00,00:00,152,43621,0,2049,5,10,전라북도 장수군 장계면 장계7길 15,전라북도 장수군,063)351-1614,745,720,,35.7339580,127.5820410,2017-06-30,
무주군립도서관,전라북도,무주군,공공도서관,"월요일, 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,54,43686,30,485,5,10,전라북도 무주군 무주읍 한풍루로 326-17,전라북도 무주군,063)320-5622,256,256,,36.0020350,127.6625920,2017-06-30,
둔산영어도서관,전라북도,완주군,공공도서관,"일요일, 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,170,43085,60,581,5,10,전라북도 완주군 봉동읍 둔산2로 62,전라북도 완주군,063)290-2249,1850,943,http://lib.wanju.go.kr,35.9609269,127.1235210,2017-06-30,
고산분관,전라북도,완주군,공공도서관,"일요일, 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,180,62358,50,10509,5,10,전라북도 완주군 고산면 고산로 69-13,전라북도 완주군,063)290-2620,1653,1154,http://lib.wanju.go.kr,35.9764030,127.2055230,2017-06-30,
삼례분관,전라북도,완주군,공공도서관,"일요일, 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,150,106799,35,602,5,10,전라북도 완주군 삼례읍 삼봉로 215-12,전라북도 완주군,063)290-2644,4830,889,http://lib.wanju.go.kr,35.9205240,127.0932700,2017-06-30,
완주군립중앙,전라북도,완주군,공공도서관,"일요일, 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,150,61769,32,342,5,10,전라북도 완주군 용진읍 지암로 61,전라북도 완주군,063)290-2656,54118,2410,http://lib.wanju.go.kr,35.9047430,127.1622370,2017-06-30,
금구분관,전라북도,전라북도 김제시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,18:00,00:00,00:00,254,36889,12,3455,4,10,전라북도 김제시 금구면 양시7길 57,전라북도 김제시,063)540-4156,2413,991,http://gjl.gimje.go.kr,35.7751440,127.0125270,2017-06-30,
만경분관,전라북도,전라북도 김제시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,18:00,00:00,00:00,110,31561,9,4141,4,10,전라북도 김제시 만경읍 만경로 776,전라북도 김제시,063)540-4150,890,999,http://gjl.gimje.go.kr,35.8492990,126.8169330,2017-06-30,
전라북도 김제시립도서관,전라북도,전라북도 김제시,공공도서관,"신정,설날,추석당일",09:00,22:00,09:00,18:00,00:00,00:00,637,132086,95,60,4,10,전라북도 김제시 서낭당길 151,전라북도 김제시,063)540-4141,3411,4975,http://gjl.gimje.go.kr,35.7990760,126.8925560,2017-06-30,
전라북도 남원시립도서관,전라북도,전라북도 남원시,공공도서관,"월요일, 공휴일",10:00,22:00,10:00,17:00,00:00,00:00,180,58008,6,13949,5,10,전라북도 남원시 광한북로 54,전라북도 남원시,063)620-8976,1170,1046,http://lib.namwon.go.kr,35.4076970,127.3802140,2017-06-30,
명봉도서관,전라북도,정읍시,공공도서관,"토요일,일요일,공휴일",09:00,17:00,00:00,00:00,00:00,00:00,85,33091,5,0,3,7,전라북도 정읍시 태인면 태인로 33-9,전라북도 정읍시,063)539-6452,2838,539,mblib.winbook.kr,35.6525240,126.9422830,2017-06-30,
기적의어린이,전라북도,정읍시,공공도서관,공휴일,09:00,18:00,09:00,17:30,00:00,00:00,150,57614,16,0,5,10,전라북도 정읍시 수성5로 45-5,전라북도 정읍시,063)539-6452,1688,1274,http://cenlib.jeongeup.go.kr/,35.5844060,126.8607610,2017-06-30,
신태인분관,전라북도,정읍시,공공도서관,공휴일,09:00,18:00,09:00,17:30,00:00,00:00,100,66047,11,587,5,10,전라북도 정읍시 신태인읍 신태인중앙로 47,전라북도 정읍시,063)539-6444,3342,873,http://cenlib.jeongeup.go.kr/,35.6897480,126.8898980,2017-06-30,
정읍시립중앙도서관,전라북도,정읍시,공공도서관,공휴일,09:00,18:00,09:00,17:30,00:00,00:00,326,172953,30,0,5,10,전라북도 정읍시 벚꽃로 511,전라북도 정읍시,063)539-6437,13969,3503,http://cenlib.jeongeup.go.kr/,35.5574640,126.8670690,2017-06-30,
완산시립도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,22:00,09:00,19:00,00:00,00:00,586,288635,38,1578,5,14,전라북도 전주시 완산구 곤지산 4길 12,전라북도 전주시,063-287-6417,7424,6627,http://lib.jeonju.go.kr,35.8090220,127.1478500,2017-06-30,
전북도청도서관,전라북도,전주시,공공도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,150,58683,80,25875,4,14,전라북도 전주시 완산구 효자로 225,전라북도도청,063-280-2452,101302,1028,http://library.jeonbuk.go.kr,35.8197640,127.1081300,2017-06-30,
황등분관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,19:00,09:00,17:00,00:00,00:00,100,9376,36,2842,5,14,전라북도 익산시 황등면 황등8길 7,전라북도 익산시,063)859-3717,2694,442,http://lib.iksan.go.kr,36.0044940,126.9434980,2017-06-30,
부송분관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,19:00,09:00,17:00,00:00,00:00,718,70101,94,165,5,14,전라북도 익산시 무왕로 26길,전라북도 익산시,063)859-3717,7902,3743,http://lib.iksan.go.kr,35.9644912,126.9945353,2017-06-30,
마동분관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,19:00,09:00,17:00,00:00,00:00,968,196592,212,2860,5,14,전라북도 익산시 선화1로 99,전라북도 익산시,063)859-3465,8543,4973,http://lib.iksan.go.kr,35.9404090,126.9690210,2017-06-30,
영등분관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,19:00,09:00,17:00,00:00,00:00,838,141266,322,6840,5,14,전라북도 익산시 궁동로 57,전라북도 익산시,063)859-4661,2910,3575,http://lib.iksan.go.kr,35.9626720,126.9777360,2017-06-30,
모현시립도서관,전라북도,익산시,공공도서관,"월요일, 공휴일",09:00,19:00,09:00,17:00,00:00,00:00,1087,127738,167,5448,5,14,전라북도 익산시 선화로6길 7,전라북도 익산시,063)859-3731,9963,7492,http://lib.iksan.go.kr,35.9496440,126.9360090,2017-06-30,
설림분관,전라북도,군산시,공공도서관,"월요일, 공휴일",09:00,18:00,09:00,17:00,00:00,00:00,229,39938,43,18292,3,14,전라북도 군산시 설림길 25,전라북도 군산시,063)454-5980,3392,1157,http://lib.gunsan.go.kr,35.9730160,126.6844040,2017-06-30,
늘푸른분관,전라북도,군산시,공공도서관,"월요일, 공휴일",09:00,18:00,09:00,17:00,00:00,00:00,220,57341,46,0,3,14,전라북도 군산시 하나운로 17,전라북도 군산시,063)454-5980,2776,2338,http://lib.gunsan.go.kr,35.9605132,126.6990565,2017-06-30,
임피분관,전라북도,군산시,공공도서관,"월요일, 공휴일",09:00,18:00,09:00,17:00,00:00,00:00,80,35050,10,0,3,14,전라북도 군산시 임피향교길 39,전라북도 군산시,063)454-5655,2317,693,http://lib.gunsan.go.kr,35.9872900,126.8486700,2017-06-30,
군산시립도서관,전라북도,군산시,공공도서관,"월요일, 공휴일",09:00,18:00,09:00,17:00,00:00,00:00,693,143166,71,0,3,14,전라북도 군산시 축동로 72,전라북도 군산시,063)454-5640,2450,5736,http://lib.gunsan.go.kr,35.9658350,126.7112170,2017-06-30,
효자분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,19:00,00:00,00:00,297,38816,30,15905,5,14,전라북도 전주시 완산구 우전로 181,전라북도 전주시,063)281-6490,2500,3220,http://lib.jeonju.go.kr,35.8110600,127.1004280,2017-06-30,
건지분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,19:00,00:00,00:00,115,38230,32,0,5,14,전라북도 전주시 덕진구 호성로 25,전라북도 전주시,063)281-6606,5359,1472,http://lib.jeonju.go.kr,35.8540600,127.1516750,2017-06-30,
쪽구름분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,22:00,09:00,19:00,00:00,00:00,93,47635,28,0,5,14,전라북도 전주시 덕진구 여암2길 9,전라북도 전주시,063)281-6530,1882,1548,http://lib.jeonju.go.kr,35.8713460,127.0755889,2017-06-30,
아중분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,22:00,09:00,19:00,00:00,00:00,129,68528,26,0,5,14,전라북도 전주시 덕진구 무삼지2길 7,전라북도 전주시,063)281-6481,1430,2793,http://lib.jeonju.go.kr,35.8261920,127.1626810,2017-06-30,
평화분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,19:00,00:00,00:00,248,67619,30,0,5,14,전라북도 전주시 완산구 평화14길 27-51,전라북도 전주시,063)281-6402,15152,2964,http://lib.jeonju.go.kr,35.7914470,127.1339540,2017-06-30,
서신분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,19:00,00:00,00:00,442,109015,0,671,5,14,전라북도 전주시 완산구 서신천변14길 10,전라북도 전주시,063)281-6550,2016,2594,http://lib.jeonju.go.kr,35.8309880,127.1153260,2017-06-30,
송천분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,22:00,09:00,19:00,00:00,00:00,307,92455,34,0,5,14,전라북도 전주시 덕진구 솔내로 212,전라북도 전주시,063)278-9403,5277,3367,http://lib.jeonju.go.kr,35.8693300,127.1281100,2017-06-30,
삼천분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,19:00,00:00,00:00,392,93853,30,1216,5,14,전라북도 전주시 완산구 용리로 107,전라북도 전주시,063)255-2877,20580,2665,http://lib.jeonju.go.kr,35.7989150,127.1216980,2017-06-30,
인후분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,19:00,00:00,00:00,332,87048,26,1565,5,14,전라북도 전주시 덕진구 안덕원로 349,전라북도 전주시,063-0243-2577,5596,2519,http://lib.jeonju.go.kr,35.8395350,127.1634490,2017-06-30,
금암분관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,18:00,09:00,19:00,00:00,00:00,226,151791,25,1588,5,14,전라북도 전주시 덕진구 거북바우로 13,전라북도 전주시,063-252-6789,3169,2712,http://lib.jeonju.go.kr,35.8363140,127.1400960,2017-06-30,
우정혁신LH2차책사랑,울산광역시,중구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,12,1300,0,0,3,14,울산광역시 중구 종가로 142(태화동),,052-242-9800,,,,35.5687911,129.3321348,2017-07-31,
한누리작은도서관,울산광역시,울주군,작은도서관,"매주 월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,24,3964,0,0,3,14,울산광역시 울주군 삼남면 울산역로 345,울산광역시 울주군청,052-229-9410,,67,www.uljulib.or.kr,35.5600534,129.1227166,2017-07-31,
은행나무작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,6,14082,0,0,3,14,울산광역시 울주군 범서읍 점촌5길 39-7,울산광역시 울주군청,052-229-9373,,76,www.uljulib.or.kr,35.569424,129.2391332,2017-07-31,
동백작은도서관,울산광역시,울주군,작은도서관,"매주 월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,12,12772,0,0,3,14,울산광역시 울주군 온산읍 덕신로 303,울산광역시 울주군청,052-229-9340,,132,www.uljulib.or.kr,35.434635,129.3146121,2017-07-31,
꿈마을도서관,서울특별시,구로구,공공도서관,화요일,09:00,17:00,10:00,17:00,23:59,00:00,114,32866,9,0,3,14,서울특별시 구로구 디지털로27다길 65 2층,구로문화원,02-830-5807,,476,http://lib.guro.go.kr,37.4871669,126.8901561,2017-08-16,
꿈나무도서관,서울특별시,구로구,공공도서관,화요일,10:00,19:00,10:00,17:00,23:59,00:00,80,73842,16,1596,3,14,"서울특별시 구로구 구로동로26길 54, 2층 (구로구시설관리공단)",구로문화원,02-860-2383,,638,http://lib.guro.go.kr,37.4895570,126.8863990,2017-08-16,
장항공공도서관,충청남도,서천군,공공도서관,매주 월요일,09:00,22:00,09:00,22:00,09:00,18:00,90,68351,68,0,5,14,충청남도 서천군 장항읍 성화로 26-2,전북대학교 산학협력단,041-956-5016,826,1084,http://www.jhlib.kr,36.0152724,126.6833317,2017-07-25,
중앙도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,447,122263,96,1062,20,14,울산광역시 북구 두부곡 1길 9(연암동),울산광역시 북구,052-241-7407,992,2447.14,https://www.usbl.or.kr,35.5841907141,129.367286604,2017-07-17,
기적의도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,20:00,09:00,18:00,09:00,18:00,172,54316,29,1137,20,14,울산광역시 북구 이화5길 29-13(중산동),울산광역시 북구,052-241-7420,891,728.5,https://www.usbl.or.kr,35.6621625797,129.336517125,2017-07-17,
농소1동도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,188,47923,25,783,20,14,울산광역시 북구 동대 15길 27 (호계동),울산광역시 북구,052-241-7430,702,952.7,https://www.usbl.or.kr,35.6291977061,129.354517709,2017-07-17,
농소3동도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,256,50141,28,1003,20,14,울산광역시 북구 아진1로 47(천곡동),울산광역시 북구,052-241-7440,966,932.32,https://www.usbl.or.kr,35.633091404,129.335582035,2017-07-17,
염포양정도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,160,50325,28,508,20,14,울산광역시 북구 염포로 685-1(염포동),울산광역시 북구,052-241-7450,1049,996.65,https://www.usbl.or.kr,35.5318687541,129.393922662,2017-07-17,
명촌어린이도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,21:00,09:00,18:00,09:00,18:00,136,23864,15,162,20,14,"울산광역시 북구 명촌12길 11, 4층(명촌동)",울산광역시 북구,052-241-7460,371.48,371.48,https://www.usbl.or.kr,35.5551405078,129.355352534,2017-07-17,
이매진도서관,광주광역시,동구,작은도서관,"매주 월요일, 국가지정공휴일",13:00,20:00,13:00,20:00,00:00,00:00,30,3000,0,0,0,0,광주광역시 동구 문화전당로 29 (남동),개인,000-000-0000,0,256,,,,2017-05-23,
대덕도서관,울산광역시,울주군,작은도서관,"매주 월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,61,19817,0,0,3,14,울산광역시 울주군 온산읍 명봉거남로 46,울산광역시 울주군청,052-229-9685,,600,www.uljulib.or.kr,35.4384937,129.3153397,2017-07-31,
읍성작은도서관,울산광역시,울주군,작은도서관,"매주 월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,26,3642,0,0,3,14,울산광역시 울주군 언양읍 남문4길 16,울산광역시 울주군청,052-264-9071,,118.94,www.uljulib.or.kr,35.566942,129.121244,2017-07-31,
느티나무작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,4661,0,0,3,14,울산광역시 울주군 삼동면 삼동로 777,울산광역시 울주군청,052-254-0177,,49,www.uljulib.or.kr,35.5237661,129.1575837,2017-07-31,
작천정작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,2490,0,0,3,14,울산광역시 울주군 삼남면 작괘들길 2,울산광역시 울주군청,052-254-5901,,66,www.uljulib.or.kr,35.590515,129.091325,2017-07-31,
가지산작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,10,6623,0,0,3,14,울산광역시 울주군 상북면 도동신리로 5,울산광역시 울주군청,052-254-1240,,72,www.uljulib.or.kr,35.590515,129.091325,2017-07-31,
단장골북카페,울산광역시,중구,작은도서관,"매주토, 일요일",09:00,18:00,00:00,00:00,00:00,00:00,20,5527,5,0,3,14,울산광역시 중구 단장골길 1(복산동),,052-290-4849,,,,35.5694338,129.3328875,2017-07-31,
웅촌작은도서관,울산광역시,울주군,작은도서관,"매주 월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,12,6247,0,0,3,14,울산광역시 울주군 웅촌면 새초천길 12,울산광역시 울주군청,052-221-2637,,66,www.uljulib.or.kr,35.461375,129.2083139,2017-07-31,
늘푸름작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,7072,0,0,3,14,울산광역시 울주군 청량면 신덕하3길 5,울산광역시 울주군청,052-257-1755,,61,www.uljulib.or.kr,35.4931944,129.3061152,2017-07-31,
해오름작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,15,7429,0,0,3,14,울산광역시 울주군 서생면 해맞이로 894,울산광역시 울주군청,052-238-0245,,66,www.uljulib.or.kr,35.3499654,129.325925,2017-07-31,
꿈틀꿈틀작은도서관,울산광역시,중구,작은도서관,"매주토, 일요일",10:00,18:00,00:00,00:00,00:00,00:00,30,2700,0,180,3,14,울산광역시 중구 운곡길 9(다운동),,052-267-3191,,,,35.5567038,129.2756604,2017-07-31,
범서작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,3904,0,0,3,14,울산광역시 울주군 범서읍 송현길 72,울산광역시 울주군청,052-211-1386,,74.4,www.uljulib.or.kr,35.5688688,129.2302498,2017-07-31,
울주도서관,울산광역시,울주군,공공도서관,"매주 월요일, 국가지정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,790,212801,313,16351,5,14,울산광역시 울주군 언양읍 언양로 109,울산광역시 교육청,052-255-8130,9865,4544.18,www.usul.or.kr,35.5584419,129.1377361,2017-07-31,
울주옹기종기도서관,울산광역시,울주군,공공도서관,"매주월요일,국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,181,95600,55,7150,3,14,울산광역시 울주군 온양읍 온양로 38-1,울산광역시 울주군청,052-239-7413,4690,1490,www.uljulib.or.kr,35.4930132,129.1870012,2017-07-31,
울주선바위도서관,울산광역시,울주군,공공도서관,"매주월요일,국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,814,86329,182,11579,3,14,울산광역시 울주군 점촌3길 40,울산광역시 울주군청,052-211-5773,4546,7815.69,www.uljulib.or.kr,35.5748393,129.2351363,2017-07-31,
명촌어린이도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,21:00,09:00,18:00,09:00,18:00,136,23864,15,162,20,14,"울산광역시 북구 명촌12길 11, 4층(명촌동)",울산광역시 북구,052-241-7460,371.48,371.48,https://www.usbl.or.kr,,,2017-07-31,
염포양정도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,160,50325,28,508,20,14,울산광역시 북구 염포로 685-1(염포동),울산광역시 북구,052-241-7450,1049,996.65,https://www.usbl.or.kr,,,2017-07-31,
농소3동도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,256,50141,28,1003,20,14,울산광역시 북구 아진1로 47(천곡동),울산광역시 북구,052-241-7440,966,932.32,https://www.usbl.or.kr,,,2017-07-31,
농소1동도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,188,47923,25,783,20,14,울산광역시 북구 동대 15길 27 (호계동),울산광역시 북구,052-241-7430,702,952.7,https://www.usbl.or.kr,,,2017-07-31,
기적의도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,20:00,09:00,18:00,09:00,18:00,172,54316,29,1137,20,14,울산광역시 북구 이화5길 29-13(중산동),울산광역시 북구,052-241-7420,891,728.5,https://www.usbl.or.kr,,,2017-07-31,
중앙도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,447,122263,96,1062,20,14,울산광역시 북구 두부곡 1길 9(연암동),울산광역시 북구,052-241-7407,992,2447.14,https://www.usbl.or.kr,,,2017-07-31,
동부도서관,울산광역시,동구,공공도서관,월요일,09:00,22:00,09:00,18:00,09:00,17:00,1002,248735,342,40501,5,14,울산광역시 동구 봉수로 505,울산광역시교육청,052-241-2300,,,https://www.usdl.or.kr/main/main.htm,,,2017-07-31,
남목작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,27,17999,881,4,3,14,울산광역시 동구 방어진순환도로 1170(남목1동주민센터 2층),울산광역시동구청,052-209-3947,,,http//library.donggu.ulsan.kr,,,2017-07-31,
전하작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,34,20314,768,4,3,14,울산광역시 동구 진성8길 91(바드래문화관 1층),울산광역시동구청,052-209-3936,,,http//library.donggu.ulsan.kr,,,2017-07-31,
화정작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,20,16883,787,4,3,14,울산광역시 동구 대송로 140(화정주민센터 1층),울산광역시동구청,052-209-3950,,,http//library.donggu.ulsan.kr,,,2017-07-31,
꽃바위작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,25,22382,513,3,3,14,울산광역시 동구 문현3길 6(꽃바위문화관 1층),울산광역시동구청,052-209-4337,,,http//library.donggu.ulsan.kr,,,2017-07-31,
도산도서관,울산광역시,남구,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,189,56632,54,2746,3,14,울산광역시 남구 돋질로139번길 23(야음동),울산광역시 남구청,052-226-5710,611,1214.32,http://book.ulsannamgu.go.kr/,35.530432,129.331217,2017-07-31,
신복도서관,울산광역시,남구,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,210,38887,52,2377,3,14,울산광역시 남구 신복로72번길 18-13(무거동),울산광역시 남구청,052-226-2367,712.7,1522.3,http://book.ulsannamgu.go.kr/,35.551343,129.255313,2017-07-31,
옥현어린이도서관,울산광역시,남구,공공도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,113,22488,20,914,3,14,울산광역시 남구 옥현로58번길 40(무거동),울산광역시 남구청,052-226-2370,12896,533.23,http://book.ulsannamgu.go.kr/,35.539323,129.265111,2017-07-31,
월봉도서관,울산광역시,남구,작은도서관,"매주 월요일, 법정공휴일",09:00,21:00,09:00,21:00,09:00,18:00,66,19180,13,0,3,14,울산광역시 남구 번영로54번길 6(신정동),울산광역시 남구청,052-226-2377,396,273,http://book.ulsannamgu.go.kr/,35.5307144,129.319882,2017-07-31,
남부도서관,울산광역시,남구,공공도서관,"매주 월요일, 법정공휴일",07:00,23:00,07:00,23:00,07:00,23:00,1405,304433,476,23384,5,14,울산광역시 남구 거마로13번길 6(옥동),울산광역시 교육청,052-259-7580,3259,4479,http://www.usnl.or.kr/,35.535878,129.294949,2017-07-31,
수암동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:30,17:00,00:00,00:00,00:00,00:00,12,8587,0,0,4,14,울산광역시 남구 중앙로 32(야음동),울산광역시 남구 수암동주민센터,052-226-2935,,57,,35.5244132,129.3184728,2017-07-31,
신정2동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,7176,0,0,2,6,울산광역시 남구 봉월로20번길 9(신정동),울산광역시 남구 신정2동주민센터,052-226-2792,,70,,35.534675,129.307738,2017-07-31,
신정3동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,8,11649,0,0,2,7,울산광역시 남구 월평로103번길 18(신정동),울산광역시 남구 신정3동주민센터,052-226-2837,,45,,35.5451167,129.3163375,2017-07-31,
무거동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,24,15777,0,0,3,14,울산광역시 남구 신복로62번길 6-17(무거동),울산광역시 남구 무거동주민센터,052-226-2799,,99,,35.5503667,129.2568756,2017-07-31,
신정4동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,13357,0,0,2,7,울산광역시 남구 수암로64번길 16(신정동),울산광역시 남구 신정4동주민센터,052-226-2794,,54.67,,35.5294096,129.314461,2017-07-31,
삼산동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,8,10566,0,0,2,7,울산광역시 남구 삼산중로131번길 36(삼산동),울산광역시 남구 삼산동주민센터,052-226-2877,,33,,35.544467,129.331938,2017-07-31,
선암동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,50,10156,0,0,3,7,울산광역시 남구 두왕로174번길 59(선암동),울산광역시 남구 선암동주민센터,052-226-2804,,103,,35.5161131,129.3156346,2017-07-31,
