야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,
에이원글램핑관광농원,일반야영장업,34.800333,128.406755,,경상남도 통영시 산양읍 신전리 1334,055-649-7783,23,7755,97.2,150,20,"샤워실,화장실,취사시설,수영장","소화기,CCTV,연기감지기,차단기,비상용조명등, 방송장비",관광농원,15:00~11:00,"30,000~",055-650-0514,통영시청 해양관광과,2017-05-19,
정읍시 내장산 국민여가캠핑장,야영장,35.5270299,126.8954107,전라북도 정읍시 내장산로 390 (부전동),전라북도 정읍시 부전동 1004번지,063-538-7955,38,25570,,200,60,취사장+샤워장+화장실,소화기+확성기 등 방송장비+안전게시물+관리요원,글램핑 6동+카라반 3동,지정일 14:00~익일 12:00,일반캠핑 비수기 평일:15000원+일반캠핑 비수기 주말:20000원+일반캠핑 성수기:25000원+일반캠핑 비수기 평일:15000원+일반캠핑 비수기 주말:20000원+일반캠핑 성수기:25000원+오토캠핑 비수기 평일:20000원+오토캠핑 비수기 주말:25000원+오토캠핑 성수기:35000원+글램팽 비수기 평일:110000원+글램핑 비수기 주말:140000원+글램핑 성수기:160000원+카라반 비수기 평일:100000원+카라반 비수기 주말:120000원+카라반 성수기:160000원,063-539-5202,전라북도 정읍시청,2017-04-30,
내장산국립공원 내장야영장,야영장,35.4983601,126.9180587,"전라북도 정읍시 내장산로 800 (내장동, 내장산야영장)",전라북도 정읍시 내장동 92-2번지,063-538-7886,70,,,290,85,테이블+샤워장+화장실+개수대+전기,소화기+확성기 등 방송장비+안전게시물+관리요원,,지정일 14:00~익일 12:00,"비수기:13000원+성수기:16,000원",063-538-7875,국립공원관리공단,2017-04-30,
상소오토캠핑장,야영장,36.235261,127.471237,대전광역시 동구 산내로 748(상소동),대전광역시 동구상소동 산1-1번지,042-273-4174,50,16975,216,250,67,개수대+샤워실,소화기,잔디광장,연중무휴,평일:20000원+주말:25000원,042-251-4772,대전광역시 동구청,2017-05-23,
전주도란도란캠핑장,자동차야영장,35.817366,127.156102,전라북도 전주시 완산구 간납로 13 (남노송동),전라북도 전주시 남노송동 88-1,063-286-0815,10,2512,31.05,30,10,전기시설+상하수도시설+샤워실,소화기+대피공간,카페,15:00 ~ 익일 10:00,140000-190000,063-281-5045,전주시청,2017-05-25,
구룡자동차야영장,자동차야영장,37.4081218,128.0455433,,강원도 원주시 소초면 학곡리920,033-740-9912,68,5500,,272,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
금대에코힐링캠핑장,자동차야영장,37.2844311,128.0307632,강원도 원주시 판부면 영원리 산성길372,,033-740-9912,50,22100,,200,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
한울오토캠핑장,자동차야영장,37.2515673,128.1741015,강원도 원주시 신림면 신림황둔로 1032,,,62,21500,,248,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
산사랑 글램핑,자동차야영장,37.4268543,128.0572254,강원도 원주시 소초면구룡사로 127,,033-733-7770,18,4654,,72,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
호호캠핑장,자동차야영장,37.2518094,128.0824325,강원도 원주시 신림면 무시정길 16,,,12,1686,,48,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
한스캠핑장,자동차야영장,37.2550178,128.1783599,강원도 원주시 신림면 신림황둔로 1072,,,43,7497,,172,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
매봉힐링쉼터오토캠핑장,자동차야영장,37.2606042,128.1387395,강원도 원주시 신림면 창촌길 132,강원도 원주시 신림면 황둔리 1625-1,,25,5573,,100,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
감악산 캠핑숲,야영장,37.2494432,128.1402329,강원도 원주시 신림면 신림황둔로 714,강원도 원주시 신림면 황둔리 1540-2,033-766-3233,60,5254,,240,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
캄파슬로우캠핑장,야영장,37.2732621,127.9494977,,강원도 원주시 판부면 서곡리 1728-2,,9,790,,36,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
A&J오토캠핑장,야영장,37.3465984,127.8119813,강원도 원주시 지정면 지정로 717,,033-733-7177,14,2500,,56,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
행복빌리지캠핑장,야영장,37.2514221,128.1359839,강원도 원주시 신림면 신림황둔로 662,,,40,2400,,160,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
황학동캠핑장,야영장,37.2086802,128.0453458,강원도 원주시 신림면 구학산로 1456-6,,,16,4147,,64,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
강원도힐링캠핑장,야영장,37.2456650,128.1577564,강원도 원주시 신림면 재사동길 10-38,,,13,3870,,52,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
한다리골야영장,야영장,37.4260298,128.0651500,강원도 원주시 소초면 백교길 84-11,,,30,3332,,120,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
치악신림오토캠핑장,야영장,37.2622336,128.0845337,강원도 원주시 신림면 성남로 194,,,45,6535,,180,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
구룡레저타운야영장,야영장,37.4409789,128.0537398,강원도 원주시 소초면 치악로 3403,,,27,2962,,108,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
물가애 캠핑장,야영장,37.4618220,127.8998430,강원도 원주시 호저면 칠봉로 840-74,강원도 원주시 호저면 용곡리 311,,12,1995,,48,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
치악산관광농원캠핑장(피노키오 캠핑장 밑),야영장,37.2585698,128.1644196,,강원도 원주시 신림면 황둔리 918-6,,20,2043,,80,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
원주두리캠핑장,야영장,37.2485403,128.1687153,강원도 원주시 신림면 신림황둔로 974,,,16,2713,,64,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
아리울캠핑장,야영장,37.2377513,128.1641183,강원도 원주시 신림면 재사동길 143,강원도 원주시 신림면 황둔리 1038,,17,996,,68,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
구학리 산채관광 마을,야영장,37.2105691,128.0635605,강원도 원주시 신림면 구학산로 1624,,,17,10,,68,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
오크밸리 카라반,야영장,37.4096802,127.8070143,강원도 원주시 지정면 오크밸리2길 38,강원도 원주시 지정면 판대리 577-7,070-4858-4653,20,3300,,80,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
오크캠핑,야영장,37.3845978,127.8602453,강원도 원주시 지정면 송정로 2-1,,,24,11640,,96,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
호연지기 관광농원,야영장,37.2524587,128.0823721,강원도 원주시 신림면 무시정길 22,,,14,3,,56,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
진밭골향기관광농원 야영장,야영장,37.3437428,127.7713854,강원도 원주시 문막읍 취병로 638-3,,,13,2115,,52,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
피노키오 자연휴양림 야영장,야영장,37.2580111,128.1655400,강원도 신림면 소야1길 72(황둔리),,,27,4809,,108,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
마루노리,야영장,37.3810358,127.7921837,강원도 원주시 지정면 판대리 427,,,19,5227,,76,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
아빠의 캠핑장,야영장,37.2471140,128.1568380,강원도 원주시 신림면 신림황둔로 854-2,강원도 원주시 신림면 황둔리 1229-3,,14,1866,,56,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
돼지문화원 카라반,야영장,37.3909918,127.8688582,강원도 원주시 지정면 송정로 130,,070-8299-0372,3,1830,,12,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
감 이야기 캠핑장,야영장,35.665969,129.001213,,경상북도 청도군 운문면 신원리 75-1번지,,10,1176,,40,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
원주참숯가마캠핑장(도도캠프)(구.황둔참숯힐링캠핑장),야영장,37.2640649,128.2028001,강원도 원주시 신림면 솔치로 88,,,31,19834,,124,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
황둔 캠핑장,야영장,37.2442830,128.1652163,강원도 원주시 신림면 재사동길 50,강원도 원주시 신림면 황둔리 1000,,14,6224,,56,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
생각속의 집,야영장,37.3718617,127.8042884,강원도 원주시 지정면 삼태울길 32,,,10,1174,,40,,화장실+취사장+샤워장,소화기+확성기+안전게시물,,,,033-737-5104,강원도 원주시청,2017-05-23,
금오산 야영장,야영장,36.108404,128.317273,경상북도 구미시 금오산상가길 12,경상북도 구미시 남통동 산 24-5,054-480-4605,116,30660,,464,,화장실,"소화기,방송장비",,,,054-480-4605,금오산도립공원관리사무소,2017-05-23,
옥성자연휴양림,야영장,36.281111,128.284866,경상북도 구미시 옥성면 휴양림길 150,경상북도 구미시 옥성면 주아리 산 144-1,054-481-4052,64,6892,,256,,"물놀이장,화장실,샤워시설","소화기,방송장비",,,,054-481-4052,구미시설공단,2017-05-23,
한탄강관광지오토캠핑장,자동차야영장,38.0220583,127.0315564,경기도 연천군 전곡읍 선사로 76,경기도 연천군 전곡읍 전곡리 696-3,031-833-0030,1,3716,,640,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반55동,,,031-839-2147,경기도 연천군청,2017-04-10,
한탄강소나무캠핑,야영장,38.0220583,127.0315564,경기도 연천군 전곡읍 선사로286번길 37,경기도 연천군 전곡읍 전곡리 56-23,,105,73164,,52,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑12동,,,031-839-2147,경기도 연천군청,2017-04-10,
물꽃 캠핑장,야영장,38.037165,127.0256743,경기도 연천군 군남면 청정로 2122,경기도 연천군 군남면 황지리 634-1,,105,28172,,112,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반3동,,,031-839-2147,경기도 연천군청,2017-04-10,
땅에미소캠핑장,야영장,38.0546985,127.0875293,경기도 연천군 청산면 거저울길 371,경기도 연천군 청산면 장탄리 1074,031-833-3217,1,1617,,384,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
나린오토캠핑장,자동차야영장,38.0172591,126.9692407,경기도 연천군 미산면 어삼로 391-81,경기도 연천군 미산면 삼화리 277-5,,1,5000,,316,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
임진강글램핑,야영장,38.0172591,126.9692407,경기도 연천군 미산면 어삼로 391-79,경기도 연천군 미산면 삼화리 277-1,031-835-3550,25,4400,,104,,전기시설+상하수도시설,소화기+대피공간,카라반12동,,,031-839-2147,경기도 연천군청,2017-04-10,
서정온천오토캠핑장,야영장,37.9960192,126.8861227,경기도 연천군 장남면 장백로330번길 137-28,경기도 연천군 장남면 원당리 45-8,031-835-0312,79,12227,,116,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
물새롬랜드오토캠핑장,자동차야영장,38.0525063,127.0147918,,경기도 연천군 미산면 우정리 324,,4,15206,,160,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
평화강변 수목캠핑장,자동차야영장,38.021709,126.9747182,경기도 연천군 미산면 어삼로 415-17,경기도 연천군 미산면 삼화리 117-3,031-835-7394,74,24806,,296,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
고대산캠핑리조트,야영장,38.2130598,127.1447326,경기도 연천군 신서면 고대산길 84-12,경기도 연천군 신서면 대광리 130-3,031-834-6300,40,7000,,300,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반18동+글램핑24동,,,031-839-2147,경기도 연천군청,2017-04-10,
로하스캠핑,야영장,38.1324995,127.0236149,경기도 연천군 중면 군중로 319-46,경기도 연천군 중면 삼곶리 185,,2,2818,,212,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑3동,,,031-839-2147,경기도 연천군청,2017-04-10,
석장리미술관 카라반,야영장,38.0539013,126.9156461,경기도 연천군 백학면 백왕로 225번길 240-1,경기도 연천군 백학면 석장리 875-16,,23,3733,,76,,전기시설+상하수도시설,소화기+대피공간,카라반17동,,,031-839-2147,경기도 연천군청,2017-04-10,
관광농원 숲속의 보물나라,야영장,38.1537003,127.1409976,경기도 연천군 신서면 동내로 1359,경기도 연천군 신서면 내산리 150-1,,40,9000,,124,,전기시설+상하수도시설,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
숲속의 쉼터,야영장,37.969242,127.0271534,경기도 연천군 전곡읍 양원로268번길 83,경기도 연천군 전곡읍 양원리 203,,31,7499,,64,,전기시설+상하수도시설,소화기+대피공간,글램핑15동,,,031-839-2147,경기도 연천군청,2017-04-10,
춘장대나드리캠핑장,야영장,36.1630717,126.5251476,충청남도 서천군 서면 춘장대로 8번길 3,,,35,2750,30,140,20,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,,,30000,041-950-4018,서천군청,2017-05-01,
MG펜션(연천수영장캠핑장),야영장,38.206841,127.0616172,경기도 연천군 신서면 연신로 1620,경기도 연천군 신서면 대광리 165-8,,96,22237.9,,104,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑3동,,,031-839-2147,경기도 연천군청,2017-04-10,
에브라임캠핑장,야영장,38.1588489,127.1027665,경기도 연천군 신서면 연신로 866,경기도 연천군 신서면 도신리 786-7,,10,4779.56,,160,,전기시설+상하수도시설,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
힐링카라반,야영장,37.9941359,126.888855,경기도 연천군 장남면 장백로330번길 46-101,경기도 연천군 장남면 원당리 385-8,,2,4281,,48,,전기시설+상하수도시설,소화기+대피공간,카라반11동,,,031-839-2147,경기도 연천군청,2017-04-10,
장남동산농원,야영장,37.9704588,126.8886081,경기도 연천군 장남면 술이홀로63번길 41-17,경기도 연천군 장남면 원당리 700-2,,33,25509,,32,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
다솔관광농원,야영장,38.0368886,126.9543246,경기도 연천군 미산면 청정로918번길 123,경기도 연천군 미산면 광동리 38,,50,8295,,16,,전기시설+상하수도시설,소화기+대피공간,카라반2동,,,031-839-2147,경기도 연천군청,2017-04-10,
로얄카바나,야영장,38.0635065,127.099249,경기도 연천군 연천읍 현문로 339-10,경기도 연천군 연천읍 고문리 420-1,031-834-8383,29,9900,,64,,전기시설+상하수도시설,소화기+대피공간,글램핑15동,,,031-839-2147,경기도 연천군청,2017-04-10,
연천재인폭포오토캠핑장,자동차야영장,38.0638787,127.1252212,경기도 연천군 연천읍 현문로 580,경기도 연천군 연천읍 고문리 110-2,031-834-7271,8,2056,,500,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반20동,,,031-839-2147,경기도 연천군청,2017-04-10,
YC글램핑,야영장,38.0382759,126.9629718,경기도 연천군 미산면 청정로 1049,경기도 연천군 미산면 백석리 산68-1,,4,9332.2,,48,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑8동,,,031-839-2147,경기도 연천군청,2017-04-10,
사나래글램핑장,야영장,38.0906861,126.9988395,경기도 연천군 왕징면 군왕로 181,경기도 연천군 왕징면 북삼리 209-2,031-833-5449,1,6320,,72,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑18동,,,031-839-2147,경기도 연천군청,2017-04-10,
랩도그빌,야영장,38.0079461,127.0867218,경기도 연천군 청산면 청창로200번길 33,경기도 연천군 청산면 대전리 406,,1,2320,,10,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,2017-04-10,
남원자연휴양림,야영장,35.461119,127.417450,전라북도 남원시 갈치동 보산로 228,전라북도 남원시 갈치동 산 47번지,063-633-5333,34,141521,75.36,120,30,샤워장+음수대+화장실,소화기+대피공간,수영장,14:00~12:00,"50,000",063-620-6162,남원시청,2017-04-25,
달궁야영장,야영장,35.353922,127.557077,전라북도 남원시 산내면 와운길 29,전라북도 남원시 산내면 덕동리 287-3번지,063-630-8924,70,8864,,300,150,취사장+음수대+화장실,소화기+대피공간,,14:00~12:00,"5,000",063-630-8924,지리산국립공원북부관리소,2017-04-25,
뱀사골야영장,야영장,35.370230,127.579774,전라북도 남원시 산내면 와운길 29,전라북도 남원시 산내면 부운리 256번지,063-630-8924,30,2013,55.62,150,70,음수대+화장실,소화기+대피공간,,14:00~12:00,"5,000",063-630-8924,지리산국립공원북부관리소,2017-04-25,
흥부골자연휴양림,야영장,35.449542,127.589790,전라북도 남원시 인월면 구인월길 125,전라북도 남원시 인월면 인월리 산 53-2번지,063-636-4032,12,796096,476.06,150,15,샤워장+취사장+화장실,소화기+대피공간,펜션,14:00~12:00,"20,000",063-620-6437,남원시청,2017-04-25,
지리산산내들야영장,야영장,35.412263,127.644214,전라북도 남원시 산내면 천왕봉로 892,전라북도 남원시 산내면 백일리 121번지,070-7763-3604,42,1920,105,200,50,샤워장+취사장+화장실,소화기+대피공간,펜션,14:00~12:00,"30,000",,남원시청,2017-04-25,
패밀리야영장,야영장,35.376241,127.580375,전라북도 남원시 산내면 지리산로 823,전라북도 남원시 산내면 부운리 234-2번지,070-6631-0488,30,1085,36,100,29,음수대+화장실,소화기+대피공간,,14:00~12:00,"30,000",,남원시청,2017-04-25,
지리산천왕봉야영장,야영장,35.398744,127.599719,전라북도 남원시 산내면 지리산로 1236,전라북도 남원시 산내면 내령리 431번지,070-3678-0502,11,330,,60,20,음수대+화장실,소화기+대피공간,,14:00~12:00,"30,000",,남원시청,2017-04-25,
달궁자동차야영장,자동차야영장,35.355955,127.559407,전라북도 남원시 산내면 지리산로 365,전라북도 남원시 산내면 덕동리 274번지,063-630-8924,200,633,176.22,500,200,취사장+음수대+화장실+집회장+전기시설,소화기+대피공간,,14:00~12:00,"13,000",063-630-8924,지리산국립공원북부관리소,2017-04-25,
덕동자동차야영장,자동차야영장,35.365379,127.567793,전라북도 남원시 산내면 지리산로 593,전라북도 남원시 산내면 덕동리 74번지,063-630-8924,58,7242,,230,58,음수대+화장실,소화기+대피공간,,14:00~12:00,"13,000",063-630-8924,지리산국립공원북부관리소,2017-04-25,
뱀사골자동차야영장,자동차야영장,35.371772,127.578676,전라북도 남원시 산내면 와운길 10,전라북도 남원시 산내면 부운리 252번지,063-630-8924,50,14171,2113.99,200,50,음수대+화장실,소화기+대피공간,,14:00~12:00,"5,000",063-630-8924,지리산국립공원북부관리소,2017-04-25,
황매산국민여가캠핑장,자동차야영장,35.480765,127.984829,경상남도 합천군 가회면 둔내리 산219-11,경상남도 합천군 가회면 둔내리 산219-11,055-930-4753,97,20330,,1000,210,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-05-11,
오도산자연휴양림,야영장,35.657528,128.054656,경상남도 합천군 봉산면 오도산휴양로 398,,055-930-3733,67,2900806,735.7,1000,400,전기시설+상하수도시설+방송시설,소화기,"숲속의 집, 청소년수련관",24시간,,055-930-3753,합천군청,2017-05-11,
바람흔적미술관글램핑,야영장,35.459533,128.004874,경상남도 합천군 가회면 대기1길 15-9,,,19,2618,186,36,20,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-05-11,
아빠랑놀자,야영장,35.416016,128.155592,경상남도 합천군 삼가면 동리외초길 223,,,20,10503,880.24,100,40,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-05-11,
합천라온오토캠핑장,자동차야영장,35.554027,128.055069,경상남도 합천군 용주면 가호월평길 2,,,17,4907,91.2,90,24,전기시설+상하수도시설,소화기,수영장,24시간,,055-930-3753,합천군청,2017-05-11,
대기농촌체험휴양마을,야영장,35.462517,128.002043,경상남도 합천군 가회면 대기2길 17,,055-931-1313,7,8163,1728.8,30,50,전기시설+상하수도시설,소화기,"야외무대, 수영장",24시간,,055-930-3753,합천군청,2017-05-11,
소리길 오토캠핑장,자동차야영장,35.774998,128.126886,경상남도 합천군 가야면 매화산로 670,,,48,9965,285.66,180,60,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-05-11,
합천 아마존 오토캠핑장,자동차야영장,35.508541,128.014904,경상남도 합천군 대병면 석장1길 61-15,,,18,8302,630.34,72,28,전기시설+상하수도시설,소화기,샤워시설 남녀 각1동,24시간,,055-930-3753,합천군청,2017-05-11,
개금불 어뮤니티,야영장,35.636060,128.111821,경상남도 합천군 묘산면 봉곡1길 24-11,,,7,1947,70.56,28,7,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-05-11,
다촌캠핑장,야영장,35.262831,127.636531,경상남도 하동군 화개면 범왕리 102-3,,055-883-2606,15,,,60,,화장실 + 식당 등,소화기,,,,055-880-2391,하동군청,2017-04-25,
가야권역 소리마실 영농조합법인,자동차야영장,35.772500,128.128828,경상남도 합천군 가야면 가야산로 1267,,055-934-2221,42,5900,549.85,100,21,전기시설+상하수도시설,소화기,cctv 시설,24시간,,055-930-3753,합천군청,2017-05-11,
삼정 야영장,야영장,35.792666,128.086807,경상남도 합천군 가야면 치인리 산16-1,경상남도 합천군 가야면 치인리 산16-1,055-930-8040,26,5000,,104,27,전기시설+상하수도시설,소화기,"cctv 2대, 야영장 관리사",24시간,,055-930-3753,합천군청,2017-05-11,
치인 야영장,야영장,35.792666,128.086807,경상남도 합천군 가야면 치인리 산16-1,경상남도 합천군 가야면 치인리 산16-1,055-930-8040,26,5000,,104,27,전기시설+상하수도시설,소화기,"cctv 2대, 야영장 관리사",24시간,,055-930-3753,합천군청,2017-05-11,
합천휴테마파크,야영장,35.549615,128.056584,경상남도 합천군 용주면 영상로 172,,,21,11216,479.76,130,30,전기시설+상하수도시설,소화기,"수영장, 트램프린",24시간,,055-930-3753,합천군청,2017-05-11,
수피아관광농원,야영장,35.572367,128.057092,경상남도 합천군 봉산면 합천호반로 954,,,10,4681,211.18,30,10,전기시설+상하수도시설,소화기,,24시간,,055-930-3753,합천군청,2017-05-11,
대장경오토캠핑장,자동차야영장,35.766647,128.130931,경상남도 합천군 가야면 야천리 896,경상남도 합천군 가야면 야천리 896,055-930-4786,46,21824,304.58,184,184,전기시설+상하수도시설+방송시설,소화기,"취사장, 샤워장, 방송실",24시간,,055-930-3753,합천군청,2017-05-11,
평사리공원야영장,야영장,35.080990,127.412990,경상남도 하동군 악양면 섬진강대로 3145-2,,055-883-9004,87,34142,63,348,,푸드트럭,"소화길 10개, 자동제세동기 1대",,,자동차야영장:24000원+카라반야영장:30000원+텐트야영장:20000원,055-880-2493,하동군청,2017-04-18,
하동군다목적캠핑장,자동차야영장,35.246157,127.890256,경상남도 하동군 옥종면 옥단로 1830,,055-880-2371,30,,,200,,모빌홈 3 + 카라반 6 + 샤워실 등,소화기 + 화재경보기,,,모빌홈:70000원+카라반:50000원+오토캠핑장:20000+샤워장:2000,055-880-2386,하동군청,2017-04-25,
대도파라다이스 야영장,야영장,34.929312,127.830014,경상남도 하동군 금남면 대도리 177-7,,055-882-6333,15,,,60,,화장실 등,소화기,,,,055-880-2388,하동군청,2017-04-25,
흙집섬진강풍경,야영장,35.184757,127.630905,경상남도 하동군 화개면 영당2길 29-5,,055-884-4577,2,,,10,,화장실 등,소화기,,,물소리:100000원+솔내음:100000원+흙내음:100000원+새소리:100000+풀내음:100000+매화방:200000,055-880-2390,하동군청,2017-04-25,
강나루오토캠핑장,야영장,35.233262,128.303106,경상남도 함안군 칠서면 이룡리 998,경상남도 함안군 칠서면 이룡리 998,055-586-2510,197,53591,0,548,40,전기시설+상하수도+화장실+샤워실,소화기+방송장비+관리요원+CCTV,축구장+야구장+농구장+족구장+인라인,지정일14:00~익일11:00,"비수기 10,000원~15,000원 성수기 20,000원",055-580-3624,함안군 안전총괄과,2017-05-19,
국립운문산자연휴양림야영장,야영장,35.654885,129.006421,경상북도 청도군 운문면 운문로 763,경상북도 청도군 운문면 신원리 산 29-6번지,042-580-5501,34,177311,,136,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
캠프원 관광농원,자동차야영장,35.635226,128.851116,경상북도 청도군 매전면 호화리 450-6번지,경상북도 청도군 매전면 온장길 138,,217,39310,,868,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
운문산 군립공원야영장,야영장,35.675318,128.955454,,경상북도 청도군 운문면 신원리 2087번지,054-370-6374,112,12469,,448,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
봉식이놀이터,야영장,35.663611,128.556043,경상북도 청도군 풍각면 봉수길 749-8,경상북도 청도군 풍각면 수월리 597번지,,1,3611,,4,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
청도 지오 오토캠핑장,야영장,35.647373,128.848981,경상북도 청도군 매전면 동화길 8-31,경상북도 청도군 매전면 호화리 734-28번지,,20,3337,,80,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
아빠의 캠프,자동차야영장,35.669936,128.863701,경상북도 청도군 매전면 당호리 558-28번지,경상북도 청도군 매전면 당호강변길 49-7,,15,2700,,60,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
화이트 오토캠핑장,야영장,35.644038,128.850204,경상북도 청도군 매전면 온장길 123-56,경상북도 청도군 매전면 호화리 752-36번지,,13,2488,,52,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
청도 힐링 오토캠핑장,자동차야영장,35.613917,128.806661,,경상북도 청도군 매전면 지전리 719-2번지,,42,7417,,168,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
개울가 야영장,야영장,35.665782,129.002083,,경상북도 청도군 운문면 신원리 110-3번지,,8,890,,32,,화장실+샤워실+취사시설,소화기+구급약품,,,,054-370-2378,경상북도 청도군,2017-05-11,
