지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
무녀도초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시 옥도면 무녀도2길 33,전라북도 군산시 옥도면 무녀도리 산108,35.8046680383,126.423747006,1044,316,Y,063-465-7013,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
신시도초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시 옥도면 신시도2길 18-5,전라북도 군산시 옥도면 신시도리 66,35.8156752288,126.450949533,1344,407,Y,063-462-0031,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
비안도초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시 옥도면 비안도1길 7,전라북도 군산시 옥도면 비안도리 259,35.7353802537,126.456413649,2559,775,Y,063-468-1647,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
옥서면사무소,지진대피소,옥외대피소,기타,전라북도 군산시 옥서면 옥구저수지로 207,전라북도 군산시 옥서면 옥봉리 56-4,35.9246384115,126.645281433,990,300,Y,063-454-3860,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
옥서문화마을,지진대피소,옥외대피소,기타,,전라북도 군산시 옥서면 옥봉리 2067,35.9292799673,126.635114952,367,111,Y,063-454-3860,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
옥봉초등학교,지진대피소,옥외대피소,운동장,전라북도 군산시 옥서면 옥봉초교길 29,전라북도 군산시 옥서면 옥봉리 88,35.9270400569,126.641888885,3845,1165,Y,063-471-2017,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
월명우수저류조,지진대피소,옥외대피소,기타,전라북도 군산시  중앙로 185  (중앙로1가),전라북도 군산시 중앙로1가 10-1,35.9875683192,126.710505749,500,152,Y,063-454-3860,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산기계공업고등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  군중길 28  (송풍동),전라북도 군산시 송풍동 762,35.977280129,126.700342627,5758,1745,Y,063-770-5503,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산영광여자고등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  둔배미길 21  (중앙로2가),전라북도 군산시 중앙로2가 135-2,35.9826579363,126.714826011,643,195,Y,063-440-8600,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산남초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  삼학7길 4  (미원동),전라북도 군산시 미원동 343,35.9782600611,126.714886184,1000,303,Y,063-465-2521,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
전주교대군산부설초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  팔마로 185  (동흥남동),전라북도 군산시 동흥남동 402-3,35.9739630763,126.722618367,2716,823,Y,063-442-2188,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산경포초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  백릉로 75  (조촌동),전라북도 군산시 조촌동 461,35.9765931989,126.734716851,4387,1329,Y,063-445-0611,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산간호대학교,지진대피소,옥외대피소,운동장,전라북도 군산시  동개정길 7  (개정동),전라북도 군산시 개정동 413-11,35.9710193333,126.760106649,1148,348,Y,063-450-3855,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산미장초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  미장안길 14  (미장동),전라북도 군산시 미장동 56-107,35.9656689285,126.727698204,3300,1000,Y,063-440-1307,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산수송초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  월명로 312  (수송동),전라북도 군산시 수송동 396-9,35.9728166958,126.716444648,3484,1056,Y,063-465-2822,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산아리울초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  수송동로 90  (수송동),전라북도 군산시 수송동 830-2,35.9677139578,126.720307652,3300,1000,Y,063-440-8881,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산여자상업고등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시 신지길 42-8  (지곡동),전라북도 군산시 지곡동 518,35.9574527321,126.707556241,2207,669,Y,063-460-0303,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산명화학교,지진대피소,옥외대피소,운동장,전라북도 군산시  상나운1길 37  (나운동),전라북도 군산시 나운동 801,35.9660350524,126.689906504,2458,745,Y,063-465-7394,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산신흥초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  백토로 129  (나운동),전라북도 군산시 나운동 45-4,35.968110775,126.706829582,2814,853,Y,063-467-2271,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산진포초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  나운안길 54  (나운동),전라북도 군산시 나운동 1522,35.9658424486,126.705024279,3300,1000,Y,063-464-5693,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산금강중학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  황룡2길 61  (미룡동),전라북도 군산시 미룡동 899,35.9409006885,126.688253664,2544,771,Y,063-471-8230,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산대학교 종합운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  대학로 558  (미룡동),전라북도 군산시 미룡동 290-2,35.950346517,126.680355827,8659,2624,Y,063-469-4113,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산미성초등학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  칠성2길 27  (산북동),전라북도 군산시 산북동 3623,35.9579152071,126.674361605,2552,773,Y,063-464-7546,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
군산산북중학교 운동장,지진대피소,옥외대피소,운동장,전라북도 군산시  동아로 109  (산북동),전라북도 군산시 산북동 3581,35.9650510751,126.683072507,3770,1142,Y,063-468-0224,,없음,,,,미적용,,,,,,,전라북도 군산시청,,2018-08-09,4670000,전라북도 군산시,
대송중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 송포로 49  (대화동),경기도 고양시 일산서구 송포로 49  (대화동),37.6706315,126.7311568,5340,1618,Y,031-924-1890,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
중산인조잔디축구장,지진대피소,옥외대피소,기타,경기도 고양시 일산동구 중산로 217  (중산동),경기도 고양시 일산동구 중산로 217  (중산동),37.6915705,126.7785744,8362,2534,Y,031-929-4861,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
저동고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 무궁화로 165  (정발산동),경기도 고양시 일산동구 무궁화로 165  (정발산동),37.6709038,126.7793167,6872,2082,Y,031-917-0678,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
백석인조잔디축구장,지진대피소,옥외대피소,기타,경기도 고양시 일산동구 강송로 14  (백석동),경기도 고양시 일산동구 강송로 14  (백석동),37.6454618,126.7948256,7320,2218,Y,031-929-4861,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
백신중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 강촌로 89  (마두동),경기도 고양시 일산동구 강촌로 89  (마두동),37.6509639,126.7832973,6034,1828,Y,031-901-1743,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
고양신일초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 강선로 183  (일산동),경기도 고양시 일산서구 강선로 183  (일산동),37.6791578,126.7705973,6624,2007,Y,031-912-2071,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
발산중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 고봉로 99  (주엽동),경기도 고양시 일산서구 고봉로 99  (주엽동),37.6696603,126.7699015,7560,2291,Y,031-910-9999,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
오마초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 주엽로 214  (주엽동),경기도 고양시 일산서구 주엽로 214  (주엽동),37.6767093,126.7626587,4176,1265,Y,031-912-2122,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
주엽고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 킨텍스로 341  (대화동),경기도 고양시 일산서구 킨텍스로 341  (대화동),37.6757106,126.7546025,7539,2285,Y,031-910-3800,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
원당초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 마상로107번길 13  (주교동),경기도 고양시 덕양구 마상로107번길 13  (주교동),37.6620228,126.8351486,11525,3492,Y,031-969-6665,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
성라초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 호국로716번길 13-19  (성사동),경기도 고양시 덕양구 호국로716번길 13-19  (성사동),37.6523532,126.8336179,7120,2158,Y,031-966-4208,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
화수고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 화수로 51  (화정동),경기도 고양시 덕양구 화수로 51  (화정동),37.6446624,126.8360715,8227,2493,Y,031-960-4500,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
능곡고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 지도로 76  (토당동),경기도 고양시 덕양구 지도로 76  (토당동),37.623528,126.8253463,9315,2823,Y,031-974-7312,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
행남초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 소만로 22  (행신동),경기도 고양시 덕양구 소만로 22  (행신동),37.6148041,126.8425148,5560,1685,Y,031-970-0535,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
가람초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 행신로311번길 78  (행신동),경기도 고양시 덕양구 행신로311번길 78  (행신동),37.6233539,126.8422019,6510,1973,Y,031-973-0324,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
대화인조잔디축구장,지진대피소,옥외대피소,기타,경기도 고양시 일산서구 대화로 168  (대화동),경기도 고양시 일산서구 대화로 168  (대화동),37.6695197,126.7374968,8360,2533,Y,031-929-4861,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
대화초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 송포로 50  (대화동),경기도 고양시 일산서구 송포로 50  (대화동),37.671184,126.7324129,9173,2780,Y,031-911-2073,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
가좌초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 가좌2로 31  (가좌동),경기도 고양시 일산서구 가좌2로 31  (가좌동),37.6885999,126.7210237,3818,1157,Y,031-922-6044,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
고양송산중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 가좌2로 15  (가좌동),경기도 고양시 일산서구 가좌2로 15  (가좌동),37.6877111,126.7223308,4165,1262,Y,031-910-1305,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
덕이초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 덕이로 104  (덕이동),경기도 고양시 일산서구 덕이로 104  (덕이동),37.6925717,126.7480723,5179,1569,Y,031-914-2118,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
송포초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 송산로 379  (가좌동),경기도 고양시 일산서구 송산로 379  (가좌동),37.6855998,126.7210464,3157,957,Y,031-923-0166,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
백양고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 화신로 199  (행신동),경기도 고양시 덕양구 화신로 199  (행신동),37.6292139,126.8382924,3156,956,Y,031-978-8128,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
성신초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 성신로 104  (행신동),경기도 고양시 덕양구 성신로 104  (행신동),37.6264956,126.8401788,3787,1148,Y,031-973-2228,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
아람초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 서정마을로 36  (행신동),경기도 고양시 덕양구 서정마을로 36  (행신동),37.6192203,126.8503435,2983,904,Y,031-979-5424,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
덕은중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 중앙로176번길 18-29  (화전동),경기도 고양시 덕양구 중앙로176번길 18-29  (화전동),37.6043889,126.8717319,4471,1355,Y,02-3158-5352,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
덕은초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 중앙로176번길 18-4  (화전동),경기도 고양시 덕양구 중앙로176번길 18-4  (화전동),37.6033072,126.8712582,16196,4908,Y,02-3158-4752,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
일산은행초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 은행마을로 70  (식사동),경기도 고양시 일산동구 은행마을로 70  (식사동),37.668988,126.8064343,3152,955,Y,031-969-6734,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
안곡초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 중산로 142  (중산동),경기도 고양시 일산동구 중산로 142  (중산동),37.684819,126.781599,2500,758,Y,031-976-1624,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
중산중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 탄중로 361  (중산동),경기도 고양시 일산동구 탄중로 361  (중산동),37.6910665,126.7836553,2750,833,Y,070-4006-5070,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
풍동초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 숲속마을로 14-43  (풍동),경기도 고양시 일산동구 숲속마을로 14-43  (풍동),37.6692696,126.8024552,2924,886,Y,031-932-8740,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
풍산초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 숲속마을로 51  (풍동),경기도 고양시 일산동구 숲속마을로 51  (풍동),37.6666018,126.796682,429,130,Y,031-908-8475,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
백신고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 백석로 8  (백석동),경기도 고양시 일산동구 백석로 8  (백석동),37.6422754,126.7816006,8200,2485,Y,031-903-4903,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
정발고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 정발산로 185  (마두동),경기도 고양시 일산동구 정발산로 185  (마두동),37.663438,126.7858446,6103,1849,Y,031-904-2327,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
정발초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 강송로 190  (마두동),경기도 고양시 일산동구 강송로 190  (마두동),37.6554066,126.7838168,4742,1437,Y,031-902-0184,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
벽제초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 공릉천로 13  (사리현동),경기도 고양시 일산동구 공릉천로 13  (사리현동),37.6957392,126.8433384,8000,2424,Y,031-962-4860,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
성석초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산동구 문봉길 110  (문봉동),경기도 고양시 일산동구 문봉길 110  (문봉동),37.7070094,126.8124237,651,197,Y,031-977-7198,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
덕이중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 덕이동   산145-6,경기도 고양시 일산서구 덕이동   산145-6,37.6932656,126.7167543,2689,815,Y,031-913-7863,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
백송초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 덕이동   350-2,경기도 고양시 일산서구 덕이동   350-2,37.7010708,126.7537355,3060,927,Y,031-919-1783,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
한산초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 덕이동   379-28,경기도 고양시 일산서구 덕이동   379-28,37.6954577,126.7536863,3185,965,Y,031-916-8453,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
일산고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 원일로 53  (일산동),경기도 고양시 일산서구 원일로 53  (일산동),37.6882972,126.7679046,13160,3988,Y,031-975-2487,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
일산초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 일중로15번길 38  (일산동),경기도 고양시 일산서구 일중로15번길 38  (일산동),37.682548,126.7719358,4356,1320,Y,031-975-2394,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
현산초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 산현로 87  (탄현동),경기도 고양시 일산서구 산현로 87  (탄현동),37.6923219,126.7711232,4990,1512,Y,031-917-1403,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
문화초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 강선로 123  (주엽동),경기도 고양시 일산서구 강선로 123  (주엽동),37.6746288,126.7674943,7067,2142,Y,031-912-2100,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
주엽초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 강선로 29  (주엽동),경기도 고양시 일산서구 강선로 29  (주엽동),37.6670761,126.7617151,7720,2339,Y,031-912-0031,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
문촌초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 주엽로 168  (주엽동),경기도 고양시 일산서구 주엽로 168  (주엽동),37.6730193,126.7601883,8004,2425,Y,031-912-0141,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
대화중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 고양대로 348  (대화동),경기도 고양시 일산서구 고양대로 348  (대화동),37.6735992,126.7447707,7800,2364,Y,031-914-0524,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
성저초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 일산서구 성저로 92  (대화동),경기도 고양시 일산서구 성저로 92  (대화동),37.6848787,126.7571567,1564,474,Y,031-915-0214,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
신원초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 신원동   119-2,경기도 고양시 덕양구 신원동   119-2,37.6692977,126.8828615,1761,534,Y,02-371-0205,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
용두초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 용두동   16-2,경기도 고양시 덕양구 용두동   16-2,37.621223,126.8932579,3501,1061,Y,02-384-0195,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
충장인조잔디축구장,지진대피소,옥외대피소,기타,경기도 고양시 덕양구 행주내동   630-0,경기도 고양시 덕양구 행주내동   630-0,37.6138882,126.8257316,8212,2488,Y,031-929-4861,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
삼송초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 세솔로 150  (원흥동),경기도 고양시 덕양구 세솔로 150  (원흥동),37.6539897,126.8823082,2339,709,Y,031-966-2986,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
성사초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 호국로834번길 89  (성사동),경기도 고양시 덕양구 호국로834번길 89  (성사동),37.6575212,126.8440095,10951,3318,Y,070-8672-0282,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
고양고등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 삼송로 171  (삼송동),경기도 고양시 덕양구 삼송로 171  (삼송동),37.6548551,126.8919506,2800,848,Y,02-350-5700,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
고양관산초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 통일로726번길 130  (관산동),경기도 고양시 덕양구 통일로726번길 130  (관산동),,126.8663398,2312,701,Y,031-969-8438,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
고양제일중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 통일로 820  (관산동),경기도 고양시 덕양구 통일로 820  (관산동),37.6902925,126.8606173,6040,1830,Y,031-962-8392,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
능곡초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 토당로67번길 66  (토당동),경기도 고양시 덕양구 토당로67번길 66  (토당동),37.6243336,126.816101,11336,3435,Y,031-972-0358,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
고양화수초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 화수로 25  (화정동),경기도 고양시 덕양구 화수로 25  (화정동),37.6450179,126.8326488,4446,1347,Y,031-966-4038,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
용정초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 은빛로17번길 53  (화정동),경기도 고양시 덕양구 은빛로17번길 53  (화정동),37.6402202,126.829544,2469,748,Y,031-967-0363,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
백양초등학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 화신로 238  (화정동),경기도 고양시 덕양구 화신로 238  (화정동),37.6318866,126.8360094,7257,2199,Y,031-971-0095,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
화정중학교 운동장,지진대피소,옥외대피소,학교,경기도 고양시 덕양구 화신로 343  (화정동),경기도 고양시 덕양구 화신로 343  (화정동),37.6345213,126.8263397,7820,2370,Y,031-930-1901,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 고양시청,031-8075-3232,2017-11-21,3940000,경기도 고양시,
