주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
389-2-000032,다사마을 주차장,공영,노외,경상남도 의령군 대의면 다사리 324번지 3호,,23,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3592577,128.1405477,2018-08-07,5390000,경상남도 의령군,
389-2-000033,당동마을 주차장,공영,노외,경상남도 의령군 유곡면 당동리 26번지 2호,,29,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4358566,128.3172266,2018-08-07,5390000,경상남도 의령군,
389-2-000034,당지마을1 주차장,공영,노외,경상남도 의령군 낙서면 여의리 84번지 4호,,10,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4840888,128.4117055,2018-08-07,5390000,경상남도 의령군,
389-2-000035,암하마을 주차장,공영,노외,경상남도 의령군 대의면 행정리 361번지 1,,30,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3872433,128.1592244,2018-08-07,5390000,경상남도 의령군,
389-2-000036,오암(오동골)마을 주차장,공영,노외,경상남도 의령군 정곡면 죽전리 986번지 1호,,7,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3696588,128.3002322,2018-08-07,5390000,경상남도 의령군,
389-2-000037,웅곡마을 주차장,공영,노외,경상남도 의령군 대의면 천곡리 583번지 1호,,22,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3380922,128.1290199,2018-08-07,5390000,경상남도 의령군,
389-2-000038,죽전마을 주차장,공영,노외,경상남도 의령군 대의면 다사리 486번지,,10,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3659099,128.1342766,2018-08-07,5390000,경상남도 의령군,
389-2-000039,평촌마을 주차장,공영,노외,경상남도 의령군 대의면 마쌍리 142번지,,50,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3667488,128.1197844,2018-08-07,5390000,경상남도 의령군,
389-2-000040,곡소마을 주차장,공영,노외,경상남도 의령군 대의면 신전리 575번지,,10,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3869222,128.1756833,2018-08-07,5390000,경상남도 의령군,
389-2-000041,당지마을2 주차장,공영,노외,경상남도 의령군 낙서면 여의리 151번지 5호,,35,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4877888,128.4125166,2018-08-07,5390000,경상남도 의령군,
389-2-000042,마전마을 주차장,공영,노외,경상남도 의령군 대의면 중촌리 72번지,,30,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3703544,128.1660477,2018-08-07,5390000,경상남도 의령군,
389-2-000043,상촌마을 주차장,공영,노외,경상남도 의령군 지정면 성산리 23번지,,24,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3864066,128.4047422,2018-08-07,5390000,경상남도 의령군,
389-2-000044,심지 정자밖 주차장,공영,노외,경상남도 의령군 대의면 심지리 429번지 15호,,9,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3412666,128.1127444,2018-08-07,5390000,경상남도 의령군,
389-2-000045,양성마을 주차장,공영,노외,경상남도 의령군 가례면 양성리 409번지,,12,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3892311,128.2291277,2018-08-07,5390000,경상남도 의령군,
389-2-000046,장내 부자한우촌 주차장,공영,노외,경상남도 의령군 정곡면 중교리 420번지 8호,,8,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3804455,128.3251788,2018-08-07,5390000,경상남도 의령군,
389-2-000047,장내 이병철생가 주차장,공영,노외,경상남도 의령군 정곡면 중교리 487번지,,74,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3805399,128.3257666,2018-08-07,5390000,경상남도 의령군,
389-2-000048,죽전2구마을 주차장,공영,노외,경상남도 의령군 봉수면 죽전리 545번지 1호,,12,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4704233,128.2709155,2018-08-07,5390000,경상남도 의령군,
389-2-000049,청계마을 추자장,공영,노외,경상남도 의령군 봉수면 청계리 213번지 6호,,10,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4795833,128.2350899,2018-08-07,5390000,경상남도 의령군,
389-2-000050,의령읍 남산동 주차장,공영,노외,경상남도 의령군 의령읍 동동리 932번지 1호,,26,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3194526,128.2656677,2018-08-07,5390000,경상남도 의령군,
389-2-000051,서본주차장,공영,노외,경상남도 의령군 의령읍 서동리 346번지 3호,,19,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3204369,128.2582043,2018-08-07,5390000,경상남도 의령군,
389-2-000052,서신주차장,공영,노외,경상남도 의령군 의령읍 서동리 372번지 9호,,21,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3208466,128.2556666,2018-08-07,5390000,경상남도 의령군,
389-2-000053,마산마을 주차장,공영,노외,경상남도 의령군 지정면 마산리 850번지 3호,,25,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3648255,128.4110988,2018-08-07,5390000,경상남도 의령군,
389-2-000054,미곡마을 주차장,공영,노외,경상남도 의령군 용덕면 와요리 135번지 4호,,17,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3485977,128.2689611,2018-08-07,5390000,경상남도 의령군,
389-2-000055,신기마을 주차장,공영,노외,경상남도 의령군 대의면 심지리 543번지 13호,,12,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3500544,128.1023977,2018-08-07,5390000,경상남도 의령군,
389-2-000056,신기마을 주차장,공영,노외,경상남도 의령군 궁류면 다현리 461번지,,11,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4564899,128.2538444,2018-08-07,5390000,경상남도 의령군,
389-2-000057,행정마을 주차장,공영,노외,경상남도 의령군 대의면 행정리 150번지 1호,,15,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3883155,128.1666111,2018-08-07,5390000,경상남도 의령군,
389-2-000058,부림 중동주차장,공영,노외,경상남도 의령군 부림면 신반리 160번지 3호,,51,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.4639911,128.3219433,2018-08-07,5390000,경상남도 의령군,
389-2-000059,상동우수저류시설 주차장,공영,노외,경상남도 의령군 의령읍 서동리 413번지 1호,,34,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2763,35.3208629,128.2599888,2018-08-07,5390000,경상남도 의령군,
389-2-000060,부림면 현동마을 주차장,공영,노외,경상남도 의령군 부림면 신반리 565번지 19호,,19,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.4690008,128.3244761,2018-08-07,5390000,경상남도 의령군,
389-2-000061,상촌마을 주차장,공영,노외,경상남도 의령군 유곡면 상촌리 73번지,,23,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4175533,128.2755755,2018-08-07,5390000,경상남도 의령군,
389-2-000062,신송산2구마을 주차장,공영,노외,경상남도 의령군 유곡면 송산리 663번지,,12,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4239544,128.2883066,2018-08-07,5390000,경상남도 의령군,
389-2-000063,하촌마을 주차장,공영,노외,경상남도 의령군 대의면 하촌리 551번지 3호,,25,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3805744,128.1376344,2018-08-07,5390000,경상남도 의령군,
389-2-000064,서부동 주차장,공영,노외,경상남도 의령군 의령읍 서동리 452번지,,14,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3200178,128.2598626,2018-08-07,5390000,경상남도 의령군,
389-2-000065,덕교마을 주차장,공영,노외,경상남도 의령군 화정면 덕교리 763번지 2호,,20,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.2911599,128.1944955,2018-08-07,5390000,경상남도 의령군,
389-2-000066,백야마을 주차장,공영,노외,경상남도 의령군 의령읍 정암리 346번지 1호,,6,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3141766,128.2869555,2018-08-07,5390000,경상남도 의령군,
389-2-000067,상정마을 주차장,공영,노외,경상남도 의령군 화정면 상정리 613번지 2호,,20,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.2774222,128.2115577,2018-08-07,5390000,경상남도 의령군,
389-2-000068,정동마을 주차장,공영,노외,경상남도 의령군 용덕면 정동리 282번지 1호,,17,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3442611,128.3020522,2018-08-07,5390000,경상남도 의령군,
389-2-000069,상동(소입)우수저류시설 주차장,공영,노외,경상남도 의령군 의령읍 동동리 944번지 24호,,20,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2763,35.3214376,128.2664099,2018-08-07,5390000,경상남도 의령군,
389-2-000070,신반(중동)우수저류시설 주차장,공영,노외,경상남도 의령군 부림면 신반리 301번지 3호,,42,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2763,35.4663373,128.3235122,2018-08-07,5390000,경상남도 의령군,
389-2-000071,구성마을 주차장,공영,노외,경상남도 의령군 대의면 마쌍리 451번지 5호,,11,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3723544,128.1069599,2018-08-07,5390000,경상남도 의령군,
389-2-000072,개승마을 주차장,공영,노외,경상남도 의령군 가례면 개승리 200번지,,11,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3773722,128.2338666,2018-08-07,5390000,경상남도 의령군,
389-2-000073,의령시장 제2주차장(의령전통시장주차빌딩),공영,노외,경상남도 의령군 의령읍 서동리 503번지 2호,경상남도 의령군 의령읍  의병로16길 14-1,50,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2822,35.3182811,128.2590189,2018-08-07,5390000,경상남도 의령군,
389-2-000074,무상마을 주차장,공영,노외,경상남도 의령군 의령읍 무전리 944번지 7호,,22,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3332188,128.2671777,2018-08-07,5390000,경상남도 의령군,
389-2-000075,상동마을 주차장,공영,노외,경상남도 의령군 의령읍 중동리 172번지,,14,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3226643,128.2254434,2018-08-07,5390000,경상남도 의령군,
389-2-000003,나림마을 주차장,공영,노외,경상남도 의령군 지정면 봉곡리 752번지 5호,,10,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3826022,128.3865077,2018-08-07,5390000,경상남도 의령군,
389-2-000004,독대마을 주차장,공영,노외,경상남도 의령군 지정면 득소리 4194번지 1호,,10,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3651999,128.3833388,2018-08-07,5390000,경상남도 의령군,
389-2-000005,신반공용주차장1,공영,노외,경상남도 의령군 부림면 신반리 398번지,,60,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.4662251,128.3259304,2018-08-07,5390000,경상남도 의령군,
389-2-000006,신반공용주차장2,공영,노외,경상남도 의령군 부림면 신반리 301번지 3호,,60,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.4663866,128.3237659,2018-08-07,5390000,경상남도 의령군,
389-2-000007,의령시장제1주차장(공작예식장),공영,노외,경상남도 의령군 의령읍 중동리 423번지 9호,,45,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3172807,128.2608755,2018-08-07,5390000,경상남도 의령군,
389-2-000008,의령시장제1주차장(하나로마트앞),공영,노외,경상남도 의령군 의령읍 서동리 509번지 4호,,50,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3171494,128.2603252,2018-08-07,5390000,경상남도 의령군,
389-2-000009,가례마을 주차장,공영,노외,경상남도 의령군 가례면 가례리 240번지,,23,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3230855,128.2437377,2018-08-07,5390000,경상남도 의령군,
389-2-000010,방동마을 주차장,공영,노외,경상남도 의령군 봉수면 청계리 634번지 7호,,15,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4749677,128.2219133,2018-08-07,5390000,경상남도 의령군,
389-2-000011,동동(소입)주차장,공영,노외,경상남도 의령군 의령읍 동동리 1066번지,,45,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3224579,128.2644315,2018-08-07,5390000,경상남도 의령군,
389-2-000012,의령시장제3주차장(읍사무소밑),공영,노외,경상남도 의령군 의령읍 서동리 433번지,,20,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2833,35.3203694,128.2606875,2018-08-07,5390000,경상남도 의령군,
389-2-000013,백산마을 주차장,공영,노외,경상남도 의령군 지정면 유곡리 410번지,,12,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4317577,128.3778811,2018-08-07,5390000,경상남도 의령군,
389-2-000014,사현마을 주차장,공영,노외,경상남도 의령군 봉수면 신현리 138번지 1호,,28,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.4740077,128.2645033,2018-08-07,5390000,경상남도 의령군,
389-2-000015,성당마을 주차장,공영,노외,경상남도 의령군 지정면 성당리 587번지,,18,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3633999,128.3895422,2018-08-07,5390000,경상남도 의령군,
389-2-000016,오천마을 주차장,공영,노외,경상남도 의령군 지정면 오천리 483번지 1호,,12,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3875699,128.3962488,2018-08-07,5390000,경상남도 의령군,
389-2-000017,웅곡마을 주차장,공영,노외,경상남도 의령군 지정면 오천리 611번지,,10,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2742,35.3863511,128.4048144,2018-08-07,5390000,경상남도 의령군,
389-2-000021,의령 동동 공영주차장,공영,노외,경상남도 의령군 의령읍 동동리 862번지 14호,,23,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,경상남도 의령군청,055-570-2834,35.3184508,128.2669997,2018-08-07,5390000,경상남도 의령군,
255-2-000014,설악동C2주차장,공영,노외,강원도 속초시 설악동 325-1,강원도 속초시 설악동 324-1,427,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도청,033-639-2663,38.167011,128.534364,2018-09-06,4230000,강원도 속초시,
255-2-000013,설악동C1주차장,공영,노외,강원도 속초시 설악동 309,강원도 속초시 설악동 302-5,866,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도청,033-639-2663,38.166581,128.531891,2018-09-06,4230000,강원도 속초시,
255-2-000005,청학2지구 주차장,공영,노외,강원도 속초시,강원도 속초시 청학동 486-183,13,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.203196,128.585402,2018-09-06,4230000,강원도 속초시,
255-2-000004,청학1지구 주차장,공영,노외,강원도 속초시,강원도 속초시 청학동 486,24,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.202328,128.584094,2018-09-06,4230000,강원도 속초시,
255-2-000003,엑스포 해양유람선 앞 주차장,공영,노외,강원도 속초시,강원도 속초시 조양동 1557-1,178,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.190744,128.590924,2018-09-06,4230000,강원도 속초시,
255-2-000002,엑스포장 주차장,공영,노외,강원도 속초시,강원도 속초시 조양동 1544-3,250,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.191338,128.585751,2018-09-06,4230000,강원도 속초시,
255-2-000001,석봉도자기 앞 주차장,공영,노외,강원도 속초시,강원도 속초시 교동 1020-1,257,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.197222,128.581594,2018-09-06,4230000,강원도 속초시,
255-1-000010,청대로 먹거리단지 앞 주차장,공영,노상,강원도 속초시,강원도 속초시 교동 990,30,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.195651,128.572614,2018-09-06,4230000,강원도 속초시,
255-1-000009,삼환아파트~속여고입구 주차장,공영,노상,강원도 속초시,강원도 속초시 교동 804-106,71,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.199246,128.571503,2018-09-06,4230000,강원도 속초시,
255-1-000008,법대로 주차장,공영,노상,강원도 속초시,강원도 속초시 동명동 299-6,92,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.212785,128.592868,2018-09-06,4230000,강원도 속초시,
255-1-000007,교동가로 주차장,공영,노상,강원도 속초시 번영로23번길 8-29 (교동),강원도 속초시 교동 636-14,65,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.203842,128.579565,2018-09-06,4230000,강원도 속초시,
255-1-000006,청학가로(번영로) 주차장,공영,노상,강원도 속초시,강원도 속초시 청학동 488-1,25,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.205194,128.584151,2018-09-06,4230000,강원도 속초시,
255-1-000005,수복로 주차장,공영,노상,강원도 속초시 중앙로 91-8 (청학동),강원도 속초시 청학동 483-16,135,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.202336,128.586534,2018-09-06,4230000,강원도 속초시,
255-1-000004,장사동 해안도로 주차장,공영,노상,강원도 속초시 장사항해안길 2 (장사동),강원도 속초시 장사동 577-42,160,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.221989,128.590161,2018-09-06,4230000,강원도 속초시,
255-1-000003,동명동(수복탑) 주차장,공영,노상,강원도 속초시,강원도 속초시 동명동 398-1,44,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.208872,128.592866,2018-09-06,4230000,강원도 속초시,
255-1-000002,영랑동(속초의료원 앞) 주차장,공영,노상,강원도 속초시,강원도 속초시 영랑동 163-72,45,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.217907,128.590231,2018-09-06,4230000,강원도 속초시,
255-1-000001,설악산입구 주차장,공영,노상,강원도 속초시,강원도 속초시 대포동 839-26,20,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.163741,128.607911,2018-09-06,4230000,강원도 속초시,
255-2-000012,설악동B2주차장,공영,노외,강원도 속초시 설악동 2-2,강원도 속초시 설악동 2-2,271,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도청,033-639-2663,38.168858,128.521249,2018-09-06,4230000,강원도 속초시,
255-2-000011,설악동B1주차장,공영,노외,강원도 속초시 설악동 3-2,강원도 속초시 설악동 3-1,265,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도청,033-639-2663,38.168142,128.518759,2018-09-06,4230000,강원도 속초시,
255-2-000010,영금정길 주차장,공영,노외,강원도 속초시,강원도 속초시 동명동 1-115,32,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.212785,128.600394,2018-09-06,4230000,강원도 속초시,
255-2-000009,동명항길 주차장,공영,노외,강원도 속초시 동명항길 53 (동명동),강원도 속초시 동명동 1-242,32,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.211988,128.599887,2018-09-06,4230000,강원도 속초시,
255-2-000008,로데오제1지구 주차장,공영,노외,강원도 속초시 청초호반로 238-13 (청학동),강원도 속초시 청학동 482-258,148,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.200362,128.584401,2018-09-06,4230000,강원도 속초시,
255-2-000007,로데오제2지구 주차장,공영,노외,강원도 속초시 중앙로 93-1 (청학동),강원도 속초시 청학동 482-171,187,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.201911,128.586381,2018-09-06,4230000,강원도 속초시,
255-2-000006,영랑동 주차장,공영,노외,강원도 속초시,강원도 속초시 영랑동 184-2,220,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,무료,0,0,,,,,,,,강원도 속초시청,033-639-2188,38.214513,128.591093,2018-09-06,4230000,강원도 속초시,
264-2-000001,법률구조공단 뒤,공영,노외,,강원도 양구군 양구읍 상리 317-3,32,기타,미시행,평일,10:00,16:00,24:00,24:00,24:00,24:00,유료,60,500,10,100,6,3500,10000,현금,,도시개발과,033-480-2716,38.1073912231,127.990936981,2018-08-30,4320000,강원도 양구군,
264-2-000002,양구읍사무소,공영,노외,,강원도 양구군 양구읍 중리 323-3,42,기타,미시행,평일,10:00,16:00,24:00,24:00,24:00,24:00,유료,60,500,10,100,6,3500,10000,현금,,도시개발과,033-480-2716,38.1079027227,127.990533433,2018-08-30,4320000,강원도 양구군,
264-2-000003,명품관,공영,노외,,강원도 양구군 양구읍 상리 313,25,기타,미시행,평일,10:00,16:00,24:00,24:00,24:00,24:00,유료,60,500,10,100,6,3500,10000,현금,,도시개발과,033-480-2716,38.106878939,127.990578895,2018-08-30,4320000,강원도 양구군,
